"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","BINARYp","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","EBGlucose_1.0","SAT09referencesolverglucose_1.0","SAT09referencesolverprecosat_236","minisathackMiniSAT_2.2.0.agile.26","minisathackcir_minisat_2011.05.13_simp_","minisathackcontrasat_2011.03.02","minisathackminisat_psm_2011.04.01","rcl_2011.04.01","EBGlucose_1.0_success","SAT09referencesolverglucose_1.0_success","SAT09referencesolverprecosat_236_success","minisathackMiniSAT_2.2.0.agile.26_success","minisathackcir_minisat_2011.05.13_simp__success","minisathackcontrasat_2011.03.02_success","minisathackminisat_psm_2011.04.01_success","rcl_2011.04.01_success","Pre","Basic","KLB","CG","Class"
"./SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf",3600,10681,2246,8185,0.6028,0.3049,0.2744,0.4804,0.8706,1.3585,0.0012,0.7633,9e-04,0.028,1.0845,0.526,0.8696,0.0012,0.3073,9e-04,0.0034,2.1708,0.1438,0.107,0,0.6667,2.4104,6e-04,0.3068,1e-04,0.0017,1.8453,0.598,0.0015,0.8175,6e-04,0.0081,0.0015,0.835,6e-04,0.0338,2.8947,0.2051,0.3636,0.0465,0.5934,2.962,0.201968,0.159975,0.18897,0.113981,0.140977,0.109983,0.112982,0.139978,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.04,0,0.02,0.11,"QuteRSat_2011.05.12_fixed_"
"./SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf",4800,14281,2885,10774,0.6638,0.3255,0.2678,0.4756,0.8781,1.4245,0.001,0.6972,7e-04,0.0218,1.1485,0.5295,0.8528,0.001,0.3152,6e-04,0.003,2.2961,0.1511,0.1128,0,0.6667,2.502,5e-04,0.3447,1e-04,0.0022,1.9148,0.5972,0.0012,0.7172,5e-04,0.0066,0.0012,0.7011,4e-04,0.0236,3.0227,0.1853,0.3768,0.0416,0.5934,2.977,62.6705,943.391,25.7001,1284.07,104.717,687.703,480.185,514.315,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.05,0,0.03,0.15,"QuteRSat_2011.05.12_fixed_"
"./SAT02/industrial/goldberg/rand_net/rand_net70-60-10.shuffled.cnf",8400,25061,5192,19058,0.6179,0.315,0.2724,0.4819,0.868,1.3832,5e-04,0.6465,4e-04,0.0141,1.101,0.5332,0.8745,5e-04,0.3099,4e-04,0.0017,2.2089,0.148,0.1084,0,0.7,2.4188,3e-04,0.3286,1e-04,0.001,1.893,0.6047,6e-04,0.7376,3e-04,0.0043,6e-04,0.6641,3e-04,0.014,2.9317,0.1889,0.3628,0.0255,0.5934,2.8801,248.336,1656.48,348.11,4916.24,349.02,4505.24,2187.46,5000,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",0.1,0,0.08,0.22,"QuteRSat_2011.05.12_fixed_"
"./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf",10056,271393,8694,269998,0.1567,0.0052,0.0322,0.4471,1.0326,1.2198,4e-04,0.8023,2e-04,0.0016,0.6022,0.7657,0.7657,4e-04,0.8492,0,0.002,4.8554,0.0023,0.0352,0,1,0.0896,1e-04,0.9566,0,0.0013,4.5933,0.5948,7e-04,0.8254,0,0.0035,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,5000,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.56,0.05,0.43,60.02,"MPhaseSAT64_2011.05.14_fixed_"
"./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf",11313,305160,9937,303750,0.1385,0.0046,0.0327,0.4516,1.026,1.3268,4e-04,0.8758,2e-04,0.0023,0.5611,0.7903,0.7903,4e-04,0.8492,0,0.0018,4.8658,0.0026,0.0364,0,1,0.1093,1e-04,0.9708,0,8e-04,4.574,0.595,6e-04,0.8261,0,0.0033,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,1567.79,1809,120.071,109.331,85.797,44.3473,44.5452,62.6565,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",1.79,0.05,0.55,60.2,"glueminisat_2.2.5"
"./SAT03/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf",9540,61421,9533,61414,7e-04,1e-04,0.1552,0.4632,0.7425,1.5058,4e-04,0.3995,2e-04,0.007,1.0591,0.2298,0.6932,4e-04,0.9052,2e-04,0.0052,2.5005,0.1149,0.0831,0,0.6667,2.6157,1e-04,0.8355,0,0.0022,2.4584,0.4618,2e-04,0.7514,1e-04,0.0016,9e-04,1.5093,1e-04,0.0069,3.7996,0.3443,0.2267,0.0961,0.6364,3.2731,2841.33,3288.45,5000,5000,5000,5000,5000,5000,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.17,0.01,0.27,28.97,"QuteRSat_2011.05.12_fixed_"
"./SAT03/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf",11680,74581,11529,74138,0.0131,0.006,0.1555,0.4619,0.7466,1.5073,3e-04,0.4234,2e-04,0.0075,1.0576,0.2298,0.6937,3e-04,5.0784,1e-04,0.0464,1.864,0.1598,0.0773,0,0.6667,1.9964,1e-04,4.6324,0,0.0187,2.2248,0.4635,2e-04,2.7603,1e-04,0.0146,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,5000,2534.82,5000,5000,5000,3097.03,2764.68,5000,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",0.27,0.02,0.39,60.31,"glucose_2"
"./SAT03/industrial/goldberg/hard_eq_check/x1mul.miter.shuffled-as.sat03-359.cnf",8756,55571,8607,55174,0.0173,0.0072,0.156,0.4592,0.7453,1.5077,4e-04,0.391,2e-04,0.0069,1.0593,0.2299,0.6934,4e-04,4.2715,2e-04,0.0359,1.4698,0.1664,0.0709,0,0.6667,1.7742,2e-04,3.9069,0,0.0137,1.9525,0.4607,2e-04,2.5108,1e-04,0.0101,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,5000,1532.2,5000,5000,4124.27,2923.67,3094.52,5000,"FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE",0.19,0.01,0.22,60.04,"glueminisat_2.2.5"
"./SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf",4264,14751,4165,14598,0.0238,0.0105,0.2853,0.5004,0.7271,1.0393,7e-04,0.4523,5e-04,0.0125,0.7084,0.282,0.9742,7e-04,0.1125,6e-04,0.0011,0.9491,0.0601,0.072,0,0.5,0.7916,4e-04,0.2728,1e-04,7e-04,1.7437,0.564,4e-04,0.9617,3e-04,0.0037,7e-04,0.4636,5e-04,0.0139,1.5036,0.3655,0.1273,0.0885,0.5905,2.4138,5000,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.04,0,0.05,0.12,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf",28147,108436,22582,94840,0.2464,0.1434,0.2381,0.4539,0.7479,1.4056,2e-04,1.5604,1e-04,0.0074,1.0344,0.1065,0.6188,2e-04,0.3385,0,0.0023,2.101,0.128,0.2306,0,1,1.6689,1e-04,0.3725,0,1e-04,2.1351,0.454,6e-04,2.1719,0,0.0271,2e-04,0.7949,0,0.005,2.9804,0.369,0.2112,0.0096,0.7091,3.1053,5000,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.72,0.02,1.48,6.09,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf",36809,142491,30365,128200,0.2122,0.1115,0.2369,0.4502,0.7466,1.4145,1e-04,2.0614,1e-04,0.0057,1.0452,0.1001,0.6173,1e-04,0.3477,1e-04,5e-04,2.2091,0.1611,0.2885,0,0.9,1.6395,0,0.3718,0,1e-04,2.1218,0.4518,9e-04,2.0692,0,0.011,2e-04,1.042,0,0.0039,3.0655,0.3574,0.2687,0.0069,0.5714,3.1342,5000,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.75,0.03,2.7,17.24,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf",4268,38965,3939,35941,0.0835,0.0841,0.1096,0.4863,1.0071,0.8746,6e-04,0.6965,5e-04,0.0071,0.3149,0.9227,0.9275,6e-04,0.7368,2e-04,0.0025,1.245,0.4788,0.2708,0,0.9403,1.6906,4e-04,0.9131,0,0.0019,2.6886,0.7119,8e-04,0.5319,2e-04,0.0029,4e-04,2.0602,1e-04,0.0169,1.8951,0.2662,0.4077,0.0034,0.5,1.8236,5000,5000,5000,5000,4653.3,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",0.1,0,0.05,1.16,"Lingeling_587f_fixed_"
"./SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf",435701,1379987,113534,616639,2.8376,1.2379,0.1841,0.477,0.7216,1.3731,0,1.1195,0,0.0026,1.1128,0.1886,0.8371,0,1.2176,0,5e-04,2.9395,0.1634,0.1627,0,0.8864,2.545,0,1.3409,0,2e-04,2.788,0.5027,0,1.2259,0,6e-04,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,1143.73,1583.89,1126.09,921.39,1484.19,1300.57,1412.6,1070.6,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",14.16,0.28,36.22,60.04,"Lingeling_587f_fixed_"
"./SAT03/industrial/schuppan/l2s/dme-03-1-k247-unsat.shuffled-as.sat03-407.cnf",261352,773077,54723,318163,3.7759,1.4298,0.172,0.4675,0.71,1.3928,1e-04,1.9172,0,0.0045,1.1342,0.1331,0.7697,1e-04,1.3113,0,0.001,2.5669,0.1168,0.1379,0,0.7576,2.0429,0,1.4221,0,4e-04,2.7703,0.473,2e-04,0.8564,0,0.0013,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,5000,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",8.46,0.1,8.5,74.36,"CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf",985042,3113540,250821,1381688,2.9273,1.2534,0.1815,0.4763,0.7175,1.3778,0,1.1789,0,0.0024,1.1103,0.1786,0.8307,0,1.2742,0,2e-04,2.9345,0.1636,0.1635,0,0.8958,2.5145,0,1.4007,0,1e-04,2.8025,0.5003,0,1.4495,0,5e-04,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,2700.48,3174.17,2483.3,2172.16,2113.68,2207.56,1816.85,2858.29,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",33.89,0.85,170.73,60.09,"minisathackLR_GL_SHR_2011.03.02"
"./SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf",17064,545612,14409,536137,0.1843,0.0177,0.0269,0.4877,0.9777,1.1461,2e-04,2.2699,1e-04,0.013,0.655,0.8552,0.9576,2e-04,3.289,0,0.0148,4.8548,0.5126,0.2988,0,0.9787,4.3219,1e-04,2.8767,0,0.0074,4.5605,0.6858,3e-04,2.2217,0,0.0112,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,58.2022,115.935,39.608,48.4796,21.2008,81.7086,59.6259,377.015,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",4.64,0.1,1.1,268.3,"minisathackLR_GL_SHR_2011.03.02"
"./SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf",21317,63664,4683,24568,3.552,1.5913,0.1906,0.4795,0.6574,1.749,0.001,1.2677,4e-04,0.0064,1.3882,0.1409,0.7097,0.001,1.2868,3e-04,0.017,3.2335,0.3894,0.3252,0,0.9091,3.2571,4e-04,1.3956,1e-04,0.0053,2.5499,0.5882,0.0012,1.484,2e-04,0.0326,0.0051,1.0461,2e-04,0.0429,5.3325,0.1396,0.6694,0.0245,0.6505,3.0979,31.7462,29.0056,33.5349,28.7526,38.2642,35.1317,24.7882,49.7864,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.48,0,0.07,41.46,"Lingeling_587f_fixed_"
"./SAT04/industrial/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf",19473,58308,4430,22331,3.3957,1.6111,0.1984,0.4526,0.6983,1.6661,0.0012,1.2719,5e-04,0.0061,1.2998,0.1653,0.7937,0.0012,1.4108,3e-04,0.0233,3.1772,0.511,0.3005,0,0.9429,3.1594,4e-04,1.8398,1e-04,0.0066,1.7502,0.6074,0.0016,2.0633,2e-04,0.061,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,10.2524,5.43317,14.5968,26.079,10.2514,79.3859,10.3964,10.6964,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.5,0.01,0.06,60.03,"glueminisat_2.2.5"
"./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-c.used-as.sat04-317.cnf",6228,484871,6212,479096,0.0026,0.0121,0.013,0.3965,0.8021,1.0605,0.0013,0.0783,3e-04,0.0013,0.1824,0.0097,0.0098,0.0013,0.2994,0,0.0028,4.9256,0.2747,0.2887,0.004,1,1.3217,0,1.9878,0,2e-04,0.8827,0.0104,6e-04,0.2878,0,0.0013,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,5000,5000,17.0374,5000,5000,5000,5000,5000,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",2.04,0.08,0.29,60.03,"newJointClass"
"./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf",14013,481761,11770,441393,0.1906,0.0915,0.0267,0.996,0.0365,0.0891,3e-04,1.2166,2e-04,0.0014,0.4262,0.8831,0.8831,3e-04,0.3245,0,7e-04,4.2265,0.0218,0.0948,0,1,0.7626,2e-04,0.3223,0,3e-04,4.062,0.8831,0.0012,0.3872,0,0.0028,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,1.81772,2583.51,1.46378,1.40579,1.80272,8.51171,1.72474,154.708,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",1.98,0.07,0.5,60.04,"minisathackreferenceminisat_2.2.0"
"./SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf",570,4625,404,3634,0.4109,0.2727,0.1112,0.9634,0.1301,0.3247,0.0067,0.7067,0.005,0.0248,0.5787,0.8536,0.8564,0.0067,0.4925,0.003,0.019,2.8547,0.2959,0.1777,0,1,1.9147,0.0042,0.5809,0,0.0129,2.9305,0.8536,0.0122,0.7071,0.0039,0.0526,0.0096,1.4427,0,0.0875,3.7086,0.1263,0.5329,0,0.4,2.9646,5000,5000,5000,5000,5000,5000,5000,5000,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.01,0,0,0.37,"MPhaseSAT64_2011.05.14_fixed_"
"./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf",138563,4675040,81194,4554630,0.7066,0.0264,0.0178,0.8349,0.385,0.895,0,2.8162,0,0.0043,0.74,0.8292,0.9405,0,3.3769,0,0.0044,5.2302,0.5132,0.3273,0,0.9849,4.0386,0,2.4701,0,0.0011,5.065,0.9403,1e-04,2.3506,0,0.0033,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,44.8202,168.253,45.4851,52.93,49.6624,44.5022,16.3465,65.914,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",20.25,1.49,21.15,63.94,"MPhaseSAT64_2011.05.14_fixed_"
"./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf",138795,4671352,81184,4547858,0.7096,0.0272,0.0179,0.8345,0.3855,0.8957,0,2.7607,0,0.0043,0.7401,0.829,0.9405,0,3.3662,0,0.0043,5.2242,0.514,0.3271,0,0.9773,4.0561,0,2.466,0,0.0011,5.059,0.9403,1e-04,2.3469,0,0.0033,0.00045,0.71295,1e-04,0.00465,3.6888,0.1725,0.47125,0.01815,0.5934,3.10355,25.5141,204.17,34.9737,41.5117,43.3834,45.722,17.5193,19.469,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",20.95,0.9,20.89,70.27,"MPhaseSAT64_2011.05.14_fixed_"
