"id","MeanAttributeEntropy","NoiseToSignalRatio","NumberOfNumericFeatures","NumberOfBinaryFeatures","DecisionStumpKappa","Quartile3SkewnessOfNumericAtts","NumberOfMissingValues","J48.001.ErrRate","HoeffdingAdwin.changes","PercentageOfNumericFeatures","MeanSkewnessOfNumericAtts","MinStdDevOfNumericAtts","NaiveBayesErrRate","MinMutualInformation","MajorityClassPercentage","NumberOfSymbolicFeatures","J48.00001.ErrRate","MaxNominalAttDistinctValues","PercentageOfMissingValues","MinKurtosisOfNumericAtts","MaxKurtosisOfNumericAtts","EquivalentNumberOfAtts","DecisionStumpErrRate","RandomTreeDepth3ErrRate","MaxStdDevOfNumericAtts","NaiveBayesAdwin.changes","Quartile3AttributeEntropy","MeanKurtosisOfNumericAtts","MinorityClassPerentage","J48.00001.Kappa","REPTreeDepth2ErrRate","Quartile2KurtosisOfNumericAtts","REPTreeDepth3AUC","RandomTreeDepth2ErrRate","Quartile1AttributeEntropy","MeanMeansOfNumericAtts","MeanStdDevOfNumericAtts","REPTreeDepth1Kappa","Dimensionality","REPTreeDepth2AUC","MinAttributeEntropy","NaiveBayesDdm.changes","MinNominalAttDistinctValues","MinorityClassSize","Quartile2AttributeEntropy","Quartile1SkewnessOfNumericAtts","Quartile3StdDevOfNumericAtts","Quartile1MutualInformation","Quartile2SkewnessOfNumericAtts","MajorityClassSize","REPTreeDepth3ErrRate","MaxAttributeEntropy","RandomTreeDepth2Kappa","HoeffdingDDM.changes","Quartile3KurtosisOfNumericAtts","NaiveBayesKappa","HoeffdingDDM.warnings","Quartile2StdDevOfNumericAtts","MeanNominalAttDistinctValues","REPTreeDepth1ErrRate","MaxMeansOfNumericAtts","NumberOfInstances","RandomTreeDepth1Kappa","J48.001.AUC","MaxSkewnessOfNumericAtts","J48.0001.AUC","RandomTreeDepth3AUC","MeanMutualInformation","RandomTreeDepth1ErrRate","RandomTreeDepth2AUC","MinMeansOfNumericAtts","PercentageOfBinaryFeatures","NumberOfFeatures","NaiveBayesAUC","DefaultAccuracy","NaiveBayesDdm.warnings","Quartile3MeansOfNumericAtts","REPTreeDepth1AUC","MaxMutualInformation","RandomTreeDepth1AUC","J48.0001.Kappa","Quartile1MeansOfNumericAtts","RandomTreeDepth3Kappa","Quartile1StdDevOfNumericAtts","REPTreeDepth2Kappa","Quartile2MeansOfNumericAtts","J48.00001.AUC","Quartile2MutualInformation","J48.001.Kappa","PercentageOfInstancesWithMissingValues","NumberOfClasses","StdvNominalAttDistinctValues","ClassEntropy","Quartile1KurtosisOfNumericAtts","Quartile3MutualInformation","MinSkewnessOfNumericAtts","PercentageOfSymbolicFeatures","J48.0001.ErrRate","NumberOfInstancesWithMissingValues","REPTreeDepth3Kappa","DecisionStumpAUC","X2361_weka.OneR","X2362_weka.J48","X2364_weka.IBk","X2367_weka.REPTree","X2368_weka.RandomTree","X2370_weka.LMT","X2371_weka.HoeffdingTree","X2373_weka.JRip","X2381_weka.NaiveBayes","X2647_weka.Logistic","X2869_weka.SMO_PolyKernel","X2882_weka.SMO_RBFKernel","X2889_weka.IBk","X2891_weka.HyperPipes","X2893_weka.OLM","X2894_weka.FURIA","X2897_weka.ConjunctiveRule","X2898_weka.SimpleCart","X2900_weka.LADTree","X2903_weka.AdaBoostM1_DecisionStump","X2906_weka.Bagging_REPTree","X6250_weka.DecisionTable","X6352_weka.BayesNet","X6355_weka.AdaBoostM1_NaiveBayes","X6378_weka.LogitBoost_DecisionStump","X8990_weka.MultilayerPerceptron","X8994_weka.MultilayerPerceptron","X8995_weka.MultilayerPerceptron","X2361_weka.OneR_success","X2362_weka.J48_success","X2364_weka.IBk_success","X2367_weka.REPTree_success","X2368_weka.RandomTree_success","X2370_weka.LMT_success","X2371_weka.HoeffdingTree_success","X2373_weka.JRip_success","X2381_weka.NaiveBayes_success","X2647_weka.Logistic_success","X2869_weka.SMO_PolyKernel_success","X2882_weka.SMO_RBFKernel_success","X2889_weka.IBk_success","X2891_weka.HyperPipes_success","X2893_weka.OLM_success","X2894_weka.FURIA_success","X2897_weka.ConjunctiveRule_success","X2898_weka.SimpleCart_success","X2900_weka.LADTree_success","X2903_weka.AdaBoostM1_DecisionStump_success","X2906_weka.Bagging_REPTree_success","X6250_weka.DecisionTable_success","X6352_weka.BayesNet_success","X6355_weka.AdaBoostM1_NaiveBayes_success","X6378_weka.LogitBoost_DecisionStump_success","X8990_weka.MultilayerPerceptron_success","X8994_weka.MultilayerPerceptron_success","X8995_weka.MultilayerPerceptron_success","Class"
"10070",4.583687,6.391869,167,1,0.312014,7.073424,0,0.004547,3,98.235294,4.692863,0,0.151106,0.620099,84.586238,3,0.004547,102,0,-1.898357,407.927677,1,0.121552,0.034859,302909.910229,3,4.583687,49.355039,15.413762,0.982563,0.000606,9.73009,0.999992,0.034859,4.583687,2625.356511,1502.227612,0.997671,0.025765,0.999992,4.583687,1,102,1017,4.583687,1.38546,1328.446686,0.620099,2.475285,5581,0.000606,4.583687,0.865451,1,61.149004,0.520874,1,694.72643,102,0.000606,120617.236728,6598,0.865451,0.994693,20.245759,0.994693,0.931158,0.620099,0.034859,0.931158,-265.690967,0.588235,170,0.89959,0.845862,1,2264.215891,0.999992,0.620099,0.931158,0.982563,262.287037,0.865451,432.115192,0.997671,1178.988272,0.994693,0.620099,0.982563,0,2,0,0.620099,2.94649,0.620099,-1.435319,1.764706,0.004547,0,0.997671,0.605247,1,1,0.996363,1,0.967717,0.999545,1,0.991513,0.859351,1,1,0.982874,0.984238,0.982874,0.84662,0.988936,0.860564,1,0.952258,0.895271,0.999848,0.999394,0.92043,0.96605,0.940891,1,1,1,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"10071",-1,21.571102,10936,1,0.736004,4.657604,0,0.066667,15,99.990857,4.113537,0,0.030421,0.002508,77.734628,1,0.066667,-1,0,-0.928678,1533.022729,19.057465,0.097735,0.133333,148018.685068,21,1.757839,53.575936,22.265372,0.807609,0.065372,12.472883,0.921248,0.133333,0.995975,3366.362338,2048.124799,0.80897,7.078964,0.921248,0.963017,9,-1,344,1.532104,1.629828,1849.999182,0.005379,2.572727,1201,0.065372,2.485861,0.609965,19,37.859171,0.911291,10,986.319045,-1,0.065372,117603.636828,1545,0.609965,0.905873,39.142901,0.905873,0.801187,0.051849,0.133333,0.801187,0,0.009143,10937,0.951374,0.777346,9,2779.283107,0.921248,0.216414,0.801187,0.807609,907.510955,0.609965,656.168419,0.80897,1551.313172,0.905873,0.029603,0.807609,0,2,-1,0.764984,5.135928,0.07241,-0.003281,0.009143,0.066667,0,0.80897,0.892107,0.921683,0.935275,0.926214,0.956634,0.883495,0.955987,0.96699,0.93657,0.968285,0.93657,0.96246,0.957282,0.937864,0.832362,0.222654,0.960518,0.921036,0.949515,0.95534,0.944337,0.959223,0.901618,0.968285,0.957929,0.961812,0.777346,0.777346,0.777346,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"10072",-1,21.571102,10936,1,0.836353,4.687243,0,0.056311,9,99.990857,4.19941,0.002272,0.033657,0.002508,81.488673,1,0.056311,-1,0,-1.957723,193665.333342,19.057465,0.049838,0.098382,148018.685068,11,1.757839,73.154171,18.511327,0.817058,0.050485,12.572031,0.959656,0.098382,0.995975,3358.400183,2043.279488,0.832659,7.078964,0.959656,0.963017,9,-1,286,1.532104,1.631844,1845.469931,0.005379,2.585136,1259,0.050485,2.485861,0.666695,19,38.095433,0.887528,10,984.374135,-1,0.050485,117603.636828,1545,0.666695,0.888598,440.076509,0.888598,0.826141,0.051849,0.098382,0.826141,5e-06,0.009143,10937,0.940425,0.814887,9,2774.481149,0.959656,0.216414,0.826141,0.817058,902.900987,0.666695,654.382284,0.832659,1547.795405,0.888598,0.029603,0.817058,0,2,-1,0.691136,5.172012,0.07241,-1.181143,0.009143,0.056311,0,0.832659,0.923871,0.951456,0.958576,0.943689,0.963107,0.916505,0.968285,0.964401,0.94822,0.964401,0.851133,0.965049,0.968285,0.961165,0.836246,0.185113,0.964401,0.947573,0.970874,0.97411,0.960518,0.971521,0.919094,0.959871,0.944984,0.971521,0.814887,0.814887,0.814887,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","X2904_weka.AdaBoostM1_J48"
"10074",-1,21.571102,10936,1,0.904066,4.663614,0,0.023948,6,99.990857,4.119004,479.934257,0.017476,0.002508,83.171521,1,0.023948,-1,0,-0.857092,1533.022729,19.057465,0.027184,-1,148018.685068,5,1.757839,53.695595,16.828479,0.912434,-1,12.520734,-1,-1,0.995975,3374.673742,2053.181428,-1,7.078964,-1,0.963017,9,-1,260,1.532104,1.631712,1854.979017,0.005379,2.577208,1285,-1,2.485861,-1,19,37.943011,0.937282,10,989.485177,-1,-1,117603.636828,1545,-1,0.944758,39.142901,0.944692,-1,0.051849,-1,-1,42.301748,0.009143,10937,0.966485,0.831715,9,2783.667638,-1,0.216414,-1,0.912434,911.969709,-1,658.36571,-1,1554.491845,0.944692,0.029603,0.912434,0,2,-1,0.653766,5.169525,0.07241,-0.003281,0.009143,0.023948,0,-1,0.954651,0.970874,0.971521,0.977994,0.981877,0.946926,0.980583,0.981877,0.969579,0.983172,0.947573,0.983819,0.978641,0.983172,0.935922,0.168285,0.983819,0.972168,0.981877,0.975405,0.979288,0.980583,0.961812,0.976052,0.982524,0.977994,0.831715,0.831715,0.831715,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"10075",-1,21.571102,10936,1,0.809787,4.663614,0,0.025243,0,99.990857,4.119004,479.934257,0.041424,0.002508,91.84466,1,0.029126,-1,0,-0.857092,1533.022729,19.057465,0.026537,0.088026,148018.685068,0,1.757839,53.695595,8.15534,0.777401,0.026537,12.520734,0.868922,0.104207,0.995975,3374.673742,2053.181428,0.809787,7.078964,0.868922,0.963017,0,-1,126,1.532104,1.631712,1854.979017,0.005379,2.577208,1419,0.026537,2.485861,0.222893,10,37.943011,0.727423,10,989.485177,-1,0.026537,117603.636828,1545,0,0.90816,39.142901,0.884658,0.777845,0.051849,0.081553,0.71001,42.301748,0.009143,10937,0.870107,0.918447,5,2783.667638,0.868922,0.216414,0.677313,0.777401,911.969709,0.069038,658.36571,0.809787,1554.491845,0.884658,0.029603,0.81475,0,2,-1,0.407629,5.169525,0.07241,-0.003281,0.009143,0.029126,0,0.809787,0.88484,0.973463,0.971521,0.965696,0.977994,0.906796,0.976699,0.961812,0.966343,0.957282,0.91521,0.980583,0.971521,0.967638,0.918447,0.081553,0.979935,0.974757,0.978641,0.976699,0.977346,0.983172,0.971521,0.957929,0.973463,0.978641,0.918447,0.918447,0.918447,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"10076",-1,21.571102,10936,1,0,4.131289,0,0.064725,0,99.990857,3.456196,0,0.081553,0.002508,95.016181,1,0.064725,-1,0,-1.133186,1533.022729,19.057465,0.049838,0.089968,336479.643203,0,1.757839,34.313332,4.983819,0.299345,0.049838,9.200243,0.496753,0.089968,0.995975,3293.997441,1925.609948,0,7.078964,0.496753,0.963017,0,-1,77,1.532104,1.42773,1693.779135,0.005379,2.285182,1468,0.049838,2.485861,0.032195,10,26.577581,0.43231,10,907.496738,-1,0.049838,124833.887645,1545,0.032195,0.526788,39.142901,0.526788,0.5158,0.051849,0.089968,0.5158,0,0.009143,10937,0.827658,0.950162,1,2719.838996,0.496753,0.216414,0.5158,0.299345,868.877778,0.032195,607.675541,0,1508.340385,0.526788,0.029603,0.299345,0,2,-1,0.285709,3.70858,0.07241,-4.706787,0.009143,0.064725,0,0,0.852715,0.946926,0.937864,0.925566,0.949515,0.920388,0.949515,0.950162,0.938511,0.908738,0.909385,0.952104,0.949515,0.951456,0.950162,0.049838,0.952751,0.950162,0.957929,0.952104,0.953398,0.951456,0.902265,0.900971,0.92945,0.955987,0.950162,0.950162,0.950162,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"10077",-1,21.571102,10936,1,0.595586,4.663614,0,0.078317,2,99.990857,4.119004,479.934257,0.142395,0.002508,87.184466,1,0.078317,-1,0,-0.857092,1533.022729,19.057465,0.084142,0.132686,148018.685068,4,1.757839,53.695595,12.815534,0.606277,0.080259,12.520734,0.865744,0.128803,0.995975,3374.673742,2053.181428,0.579287,7.078964,0.806221,0.963017,0,-1,198,1.532104,1.631712,1854.979017,0.005379,2.577208,1347,0.081553,2.485861,0.055272,10,37.943011,0.51682,11,989.485177,-1,0.093204,117603.636828,1545,0,0.773905,39.142901,0.773905,0.746794,0.051849,0.128155,0.738784,42.301748,0.009143,10937,0.841372,0.871845,9,2783.667638,0.798906,0.216414,0.646684,0.606277,911.969709,0.172811,658.36571,0.619532,1554.491845,0.773905,0.029603,0.606277,0,2,-1,0.552357,5.169525,0.07241,-0.003281,0.009143,0.078317,0,0.650121,0.798224,0.911974,0.921036,0.899029,0.919094,0.848544,0.928155,0.871845,0.919094,0.836246,0.859547,0.913916,0.905502,0.897087,0.871197,0.128155,0.933333,0.899029,0.932039,0.933333,0.924919,0.946278,0.866667,0.845307,0.88479,0.933333,0.871845,0.871845,0.871845,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"10079",-1,21.571102,10936,1,0,4.655578,0,0.094498,0,99.990857,4.109239,0.110511,0.097735,0.002508,91.97411,1,0.094498,-1,0,-1.725478,1533.022729,19.057465,0.080259,0.115858,148018.685068,0,1.757839,53.554331,8.02589,0.386991,0.080259,12.45222,0.499824,0.115858,0.995975,3366.985842,2047.750207,0,7.078964,0.499824,0.963017,0,-1,124,1.532104,1.627587,1848.993413,0.005379,2.571793,1421,0.080259,2.485861,0.21812,10,37.852689,0.495745,10,985.840304,-1,0.080259,117603.636828,1545,0.21812,0.661611,39.142901,0.661611,0.609461,0.051849,0.115858,0.609461,-4.331745,0.009143,10937,0.829105,0.919741,7,2779.776019,0.499824,0.216414,0.609461,0.386991,907.645696,0.21812,656.123332,0,1551.392298,0.661611,0.029603,0.386991,0,2,-1,0.403091,5.130848,0.07241,-1.703351,0.009143,0.094498,0,0,0.831772,0.909385,0.915858,0.905502,0.924919,0.900324,0.935922,0.915858,0.919094,0.893851,0.897087,0.939806,0.943689,0.930744,0.919741,0.080259,0.932686,0.919741,0.930744,0.925566,0.925566,0.932039,0.871197,0.87767,0.900324,0.930744,0.919741,0.919741,0.919741,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"10080",-1,21.571102,21,1,0,3.693948,0,0.073039,0,95.454545,3.227078,0,0.110009,0.002508,93.056808,1,0.073039,-1,0,-2.004386,14389.000208,19.057465,0.069432,0.099188,21111483.86778,0,1.757839,80.27662,6.943192,0.212323,0.074842,0.444721,0.694535,0.099188,0.995975,-5139.42286,5523.046211,0.030503,0.019838,0.694535,0.963017,1,-1,77,1.532104,0.010157,22.194169,0.005379,0.774179,1032,0.074842,2.485861,0.213516,1,14.630673,0.214744,1,1,-1,0.074842,26074559.210526,1109,0.213516,0.565545,119.962495,0.565545,0.602757,0.051849,0.099188,0.602757,-91638847.147731,4.545455,22,0.686937,0.930568,1,18.405421,0.694535,0.216414,0.602757,0.212323,0,0.213516,0.326888,0.030503,0.164443,0.565545,0.029603,0.212323,0,2,-1,0.3638,-1.158912,0.07241,-75.962778,4.545455,0.073039,0,0.030503,0.727411,0.925158,0.934175,0.920649,0.933273,0.90532,0.928765,0.930568,0.934175,0.889089,0.925158,0.929666,0.930568,0.930568,0.927863,0.928765,0.93147,0.930568,0.929666,0.934175,0.930568,0.933273,0.932372,0.732191,0.889089,0.933273,0.935978,0.935077,0.935077,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","X2369_weka.RandomForest"
"10082",-1,21.571102,37,1,0,3.575765,0,0.119002,0,97.368421,3.134815,0,0.482406,0.002508,89.763276,1,0.119002,-1,0,-2.004386,14389.000208,19.057465,0.102367,0.163788,21111483.86778,2,1.757839,78.387841,10.236724,0.118053,0.110045,0.238607,0.748517,0.163788,0.995975,-5433.187063,5578.740364,0.110657,0.024312,0.748517,0.963017,6,-1,160,1.532104,0.0048,20.082442,0.005379,0.676272,1403,0.110045,2.485861,0.168614,0,13.682732,0.067912,13,1,-1,0.110045,26074559.210526,1563,0.168614,0.531203,119.962495,0.531203,0.590119,0.051849,0.163788,0.590119,-91638847.147731,2.631579,38,0.661273,0.897633,23,17.396088,0.748517,0.216414,0.590119,0.118053,0,0.168614,0.308999,0.110657,0.115937,0.531203,0.029603,0.118053,0,2,-1,0.476455,-1.168494,0.07241,-75.962778,2.631579,0.119002,0,0.110657,0.706029,0.899552,0.880998,0.87652,0.895074,0.872681,0.896353,0.897633,0.880998,0.477287,0.901472,0.897633,0.897633,0.894434,0.897633,0.904671,0.891875,0.897633,0.895074,0.882278,0.898273,0.900832,0.896353,0.701855,0.477287,0.896993,0.884197,0.880358,0.884197,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","X2369_weka.RandomForest"
"10083",-1,21.571102,37,1,0,3.56475,0,0.111797,0,97.368421,3.105773,0,0.168724,0.002508,87.791495,1,0.111797,-1,0,-2.004386,14389.000208,19.057465,0.122085,0.13786,21111483.86778,0,1.757839,77.74179,12.208505,0.430237,0.111111,0.224645,0.86794,0.13786,0.995975,-5459.253925,5559.494687,0.349523,0.026063,0.86794,0.963017,2,-1,178,1.532104,0.00406,19.621231,0.005379,0.670673,1280,0.111111,2.485861,0.325904,2,13.241144,0.30082,4,1,-1,0.111111,26074559.210526,1458,0.325904,0.707573,119.962495,0.707573,0.657832,0.051849,0.13786,0.657832,-91638847.147731,2.631579,38,0.819186,0.877915,3,17.233196,0.86794,0.216414,0.657832,0.430237,0,0.325904,0.307791,0.349523,0.113266,0.707573,0.029603,0.430237,0,2,-1,0.535325,-1.169005,0.07241,-75.962778,2.631579,0.111797,0,0.349523,0.833807,0.892318,0.883402,0.876543,0.897805,0.856653,0.899177,0.877915,0.886145,0.875171,0.915638,0.890947,0.877915,0.886145,0.877915,0.873114,0.895748,0.877915,0.901235,0.888203,0.895062,0.904664,0.898491,0.738683,0.860082,0.895748,0.895062,0.897805,0.899177,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"10084",2.469034,130.186755,5,1,0,6.158285,1200,0.327381,0,50,6.504548,0,0.330357,0,66.666667,5,0.327381,28,17.857143,-1.964773,3692.300325,48.791652,0.333333,0.373512,294.244598,0,4.653221,156.480056,33.333333,0.110512,0.333333,16.041761,0.5,0.373512,0.142885,13.131993,3.652502,0,0.014881,0.5,0,0,2,224,2.610996,0.878079,1,0.001777,3.239808,448,0.333333,4.654144,0.121354,0,65.875055,0.165414,9,0.476222,15.5,0.333333,1986.463918,672,0.121354,0.5496,60.780756,0.5496,0.548464,0.018821,0.373512,0.548464,-1.465547,10,10,0.641123,0.666667,4,0.355033,0.5,0.034468,0.548464,0.110512,-0.131818,0.121354,0.152382,0,0.01923,0.5496,0.020408,0.110512,99.107143,2,14.456832,0.918296,1.202861,0.034277,-3.804792,50,0.327381,666,0,0.62513,0.65625,0.683036,0.446429,0.666667,0.556548,0.741071,0.666667,0.662202,0.666667,0.754464,0.738095,0.666667,0.638393,0.665179,0.662202,0.681548,0.666667,0.693452,0.675595,0.66369,0.608631,0.65625,0.672619,0.712798,0.64881,0.71875,0.674107,0.696429,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"10085",0.337555,64.946013,7,21,0.742017,1.599687,6064,0.015642,0,23.333333,3.091853,0,0.074231,0,93.875928,23,0.015642,5,5.358784,-1.749179,4811.60739,64.929194,0.034464,0.036585,8728.998307,0,0.475932,85.28102,6.124072,0.857927,0.014051,0.689526,0.959137,0.036585,0.09874,246.82749,135.385525,0.871287,0.007953,0.959137,0,1,1,231,0.259375,0.044547,32.980698,0.000502,0.854182,3541,0.014051,1.52069,0.652262,1,4.10965,0.519631,5,6.215231,2.090909,0.014051,37287.531481,3772,0.652262,0.935368,67.400767,0.935368,0.785261,0.005119,0.036585,0.785261,-12.69086,70,30,0.921867,0.938759,1,52.031788,0.959137,0.060069,0.785261,0.857927,2.355783,0.652262,2.233253,0.871287,10.332918,0.935368,0.00129,0.857927,100,2,0.683763,0.332351,-0.643538,0.003349,-1.941555,76.666667,0.015642,3772,0.871287,0.932213,0.96315,0.986214,0.958908,0.985684,0.977466,0.990191,0.937169,0.983563,0.92842,0.967922,0.939024,0.938759,0.959968,0.938759,0.925239,0.985684,0.97667,0.990191,0.979586,0.972694,0.985949,0.973754,0.969247,0.938494,0.978526,0.970838,0.966861,0.972959,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","X2904_weka.AdaBoostM1_J48"
"10086",-1,21.571102,216,1,0,0.845176,0,0.0091,1,99.539171,1.440321,0,0.024592,0.002508,93.845085,1,0.0091,-1,0,-2.004386,14389.000208,19.057465,0.061549,0.038277,21111483.86778,0,1.757839,49.7426,6.154915,0.921348,0.009309,-0.576575,0.982726,0.038277,0.995975,-9412.236634,8991.028972,0.919504,0.015075,0.982726,0.963017,3,-1,886,1.532104,-0.035059,5.254739,0.005379,0.067029,13509,0.009309,2.485861,0.669877,3,1.323893,0.818514,9,1,-1,0.009309,26074559.210526,14395,0.669877,0.957002,119.962495,0.957002,0.836175,0.051849,0.038277,0.836175,-91638847.147731,0.460829,217,0.996606,0.938451,9,10.161132,0.982726,0.216414,0.836175,0.921348,0,0.669877,1,0.919504,0.015769,0.957002,0.029603,0.921348,0,2,-1,0.333564,-1.19037,0.07241,-75.962778,0.460829,0.0091,0,0.919504,0.918633,0.945745,0.992497,0.976936,0.99083,0.96735,0.994651,0.98437,0.990274,0.974922,0.990761,0.994095,0.992984,0.983258,0.938451,0.938451,0.992428,0.938451,0.991247,0.989788,0.989024,0.992428,0.99222,0.98826,0.989649,0.990413,0.993053,0.993748,0.993262,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","newJointClass"
"125849",-1,21.571102,14,1,0.711618,1.484498,0,0.16087,0,93.333333,0.781946,0.145162,0.276812,0.002508,55.507246,1,0.16087,2,0,-1.99284,50.375697,19.057465,0.144928,0.178261,1558.386209,0,1.757839,4.277974,44.492754,0.672723,0.144928,0.737632,0.85897,0.178261,0.995975,309.044346,134.961811,0.711618,0.021739,0.85897,0.963017,0,2,307,1.532104,-0.268774,38.292609,0.005379,0.408527,383,0.144928,2.485861,0.638516,0,4.837528,0.415591,4,0.934965,2,0.144928,2957.980941,690,0.638516,0.835956,5.137585,0.835956,0.818742,0.051849,0.178261,0.818742,-0.928358,6.666667,15,0.817754,0.555072,6,155.388177,0.85897,0.216414,0.818742,0.672723,-0.144928,0.638516,0.355583,0.711618,0.064651,0.835956,0.029603,0.672723,0,2,0,0.991231,-1.211906,0.07241,-1.939089,6.666667,0.16087,0,0.711618,0.85897,0.855072,0.843478,0.789855,0.855072,0.782609,0.868116,0.855072,0.852174,0.727536,0.86087,0.855072,0.855072,0.846377,0.444928,0.414493,0.847826,0.855072,0.855072,0.847826,0.857971,0.866667,0.842029,0.853623,0.727536,0.852174,0.836232,0.843478,0.828986,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","X2369_weka.RandomForest"
