"id","csp_log_lists","csp_log_bits","csp_log_constraints","csp_percent_avg_continuity","csp_log_extra_booleans","csp_percent_dec_predicate","csp_percent_wsum","csp_log_booleans","csp_percent_alldiff","csp_num_alldiff","csp_sqrt_max_domsize","csp_log_ranges","csp_percent_min_continuity","csp_log_extra_bits","csp_percent_cumulative","csp_percent_ext","csp_sqrt_avg_domsize","csp_percent_element","csp_perten_avg_predarity","csp_dyn_log_stdev_weight","csp_dyn_log_nodes","csp_dyn_log_avg_weight","csp_max_arity","csp_percent_global","csp_perten_avg_predsize","csp_log_values","csp_log_extra_ranges","csp_log_search_vars","csp_dyn_log_propags","csp_perten_avg_predshape","csp_percent_gac_predicate","csp","Class"
"acad/QG6/quasigroup6-5.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.25,"gecode"
"acad/QG6/quasigroup6-6.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.339,"gecode"
"acad/QG6/quasigroup6-7.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.974,"gecode"
"acad/QG6/quasigroup6-8.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.317,"gecode"
"acad/QG6/quasigroup6-9.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.873,"gecode"
"acad/QG7/quasigroup7-10.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.608,"claspcnf_direct"
"acad/QG7/quasigroup7-4.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.249,"mistral_nj"
"acad/QG7/quasigroup7-5.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.258,"gecode"
"acad/QG7/quasigroup7-6.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.306,"gecode"
"acad/QG7/quasigroup7-7.xml",-1,7.499846,8.661778,96.551048,-1,3.076923,0,-1,12.612613,14,6.557439,5.754888,71.428571,6.599913,0,0,3.821641,87.387387,18.571429,8.973983,9.164907,7.966103,51,56.923077,41.428571,12.03686,2.584963,7.876517,20.78729,15,40,1.747,"mistral_nj"
"acad/QG7/quasigroup7-8.xml",-1,7.900867,9.207014,96.743037,-1,2.745098,0,-1,11.188811,16,7.549834,6.129283,75,6.988685,0,0,4.288349,88.811189,18.75,8.118501,8.417853,7.096941,66,56.078431,41.875,12.738515,2.807355,8.271463,20.449217,15,41.176471,1.701,"riss3g_directorder"
"acad/QG7/quasigroup7-9.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.445,"gecode"
"acad/allIntervalSeries/series-10.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.282,"gecode"
"acad/allIntervalSeries/series-100.xml",-1,7.636625,13.287857,100,-1,100,0,-1,0,0,10,-1,100,6.629357,0,0,9.975095,0,20.1,11.422648,13.186269,12.411427,3,0.020202,10.3,15.850968,7.629357,7.636625,22.870902,0,0,1.865,"riss3g_directorder"
"acad/allIntervalSeries/series-11.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.26,"gecode"
"acad/allIntervalSeries/series-12.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.262,"gecode"
"acad/allIntervalSeries/series-13.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.312,"gecode"
"acad/allIntervalSeries/series-14.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.339,"gecode"
"acad/allIntervalSeries/series-15.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.257,"gecode"
"acad/allIntervalSeries/series-16.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.303,"gecode"
"acad/allIntervalSeries/series-18.xml",-1,5.129283,8.344296,100,-1,100,0,-1,0,0,4.242641,-1,100,4.087463,0,0,4.185007,0,20.555556,14.409582,16.257388,15.09067,3,0.653595,11.666667,10.802516,5.087463,5.70044,22.871412,0,0,1.711,"gecode"
"acad/allIntervalSeries/series-20.xml",-1,5.285402,8.647458,100,-1,100,0,-1,0,0,4.472136,-1,100,4.247928,0,0,4.417332,0,20.5,15.376437,16.721874,15.724474,3,0.526316,11.5,11.118941,5.247928,5.857981,22.577867,0,0,1.702,"gecode"
"acad/allIntervalSeries/series-25.xml",-1,5.61471,9.290019,100,-1,100,0,-1,0,0,5,-1,100,4.584963,0,0,4.950778,0,20.4,15.245999,16.135449,15.599349,3,0.333333,11.2,11.785044,5.584963,6.189825,22.733095,0,0,1.654,"gecode"
"acad/allIntervalSeries/series-30.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.459,"gecode"
"acad/allIntervalSeries/series-35.xml",-1,6.108524,10.259743,100,-1,100,0,-1,0,0,5.91608,-1,100,5.087463,0,0,5.874287,0,20.285714,14.456975,15.885744,14.970352,3,0.168067,10.857143,12.781155,6.087463,6.686501,22.626926,0,0,1.718,"gecode"
"acad/allIntervalSeries/series-40.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.378,"gecode"
"acad/allIntervalSeries/series-45.xml",-1,6.475733,10.984418,100,-1,100,0,-1,0,0,6.708204,-1,100,5.459432,0,0,6.671253,0,20.222222,15.780906,16.059873,15.747571,3,0.10101,10.666667,13.52025,6.459432,7.055282,22.529118,0,0,1.727,"gecode"
"acad/allIntervalSeries/series-5.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.276,"gecode"
"acad/allIntervalSeries/series-50.xml",-1,6.629357,11.288289,100,-1,100,0,-1,0,0,7.071068,-1,100,5.61471,0,0,7.035983,0,20.2,15.144818,14.958236,14.945637,3,0.081633,10.6,13.829128,6.61471,7.209453,22.460022,0,0,1.714,"gecode"
"acad/allIntervalSeries/series-6.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.29,"gecode"
"acad/allIntervalSeries/series-60.xml",-1,6.894818,11.814182,100,-1,100,0,-1,0,0,7.745967,-1,100,5.882643,0,0,7.713897,0,20.166667,14.5044,14.115938,14.554001,3,0.056497,10.5,14.362492,6.882643,7.475733,22.869668,0,0,1.765,"gecode"
"acad/allIntervalSeries/series-7.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.28,"gecode"
"acad/allIntervalSeries/series-70.xml",-1,7.118941,12.25886,100,-1,100,0,-1,0,0,8.3666,-1,100,6.108524,0,0,8.336882,0,20.142857,17.657404,14.692724,17.161604,3,0.041408,10.428571,14.812478,7.108524,7.70044,22.453486,0,0,1.776,"riss3g_directorder"
"acad/allIntervalSeries/series-8.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.255,"gecode"
"acad/allIntervalSeries/series-80.xml",-1,7.312883,12.644082,100,-1,100,0,-1,0,0,8.944272,-1,100,6.303781,0,0,8.916454,0,20.125,12.600316,14.930876,12.830392,3,0.031646,10.375,15.201664,7.303781,7.312883,22.777404,0,0,1.777,"riss3g_directorder"
"acad/allIntervalSeries/series-9.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.259,"gecode"
"acad/allIntervalSeries/series-90.xml",-1,7.483816,12.983884,100,-1,100,0,-1,0,0,9.486833,-1,100,6.475733,0,0,9.460592,0,20.111111,10.940966,13.503329,13.516372,3,0.024969,10.333333,15.544542,7.475733,7.483816,22.882842,0,0,1.785,"riss3g_directorder"
"acad/allsquares/squares-10-10.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.294,"lingeling_directorder"
"acad/allsquares/squares-11-11.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.262,"lingeling_support"
"acad/allsquares/squares-12-12.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.271,"cryptominisat_support"
"acad/allsquares/squares-13-13.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.264,"lingeling_support"
"acad/allsquares/squares-14-14.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.293,"lingeling_directorder"
"acad/allsquares/squares-15-15.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.302,"cryptominisat_support"
"acad/allsquares/squares-16-16.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.902,"lingeling_directorder"
"acad/allsquares/squares-17-17.xml",-1,1,12.047465,100,11.967226,79.795022,98.550725,9.071462,0,0,6.557439,5,100,-1,1.449275,0,1.973878,0,29.981651,9.636523,12.74966,8.29578,17,20.204978,39.944954,15.012712,9.581201,12.056638,23.506906,0,0,1.724,"lingeling_directorder"
"acad/allsquares/squares-18-18.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.615,"lingeling_directorder"
"acad/allsquares/squares-19-19.xml",-1,1,12.434107,100,12.35975,79.83683,98.843931,9.405141,0,0,7.071068,5.169925,100,-1,1.156069,0,2.002076,0,29.985401,9.516895,12.561049,7.783353,19,20.16317,39.956204,15.504571,9.899357,12.442166,23.107107,0,0,1.736,"lingeling_support"
"acad/allsquares/squares-2-2.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.264,"gecode"
"acad/allsquares/squares-20-20.xml",-1,1,12.623653,100,12.552669,79.853095,98.958333,9.562242,0,0,7.348469,5.247928,100,-1,1.041667,0,2.02052,0,29.986859,10.630537,12.761759,8.510036,20,20.146905,39.960578,15.747773,10.047124,12.631632,23.083027,0,0,1.782,"cryptominisat_support"
"acad/allsquares/squares-21-21.xml",-1,1,12.799889,100,12.731319,79.867047,99.056604,9.707359,0,0,7.615773,5.321928,100,-1,0.943396,0,2.036515,0,29.988109,9.211827,12.638662,7.113543,21,20.132953,39.964328,15.973966,10.187352,12.807355,23.246603,0,0,1.758,"cryptominisat_support"
"acad/allsquares/squares-22-22.xml",-1,1,12.966866,100,12.900867,79.879102,99.141631,9.848623,0,0,7.874008,5.392317,100,-1,0.858369,0,2.051506,0,29.989189,9.680102,12.336785,7.27106,22,20.120898,39.967568,16.18994,10.320801,12.974235,22.706904,0,0,1.727,"cryptominisat_support"
"acad/allsquares/squares-23-23.xml",-1,1,13.123475,100,13.059344,79.88959,99.215686,9.98014,0,0,8.124038,5.459432,100,-1,0.784314,0,2.064645,0,29.990128,8.685669,11.957102,6.53368,23,20.11041,39.970385,16.392586,10.448116,13.109667,22.571009,0,0,1.796,"lingeling_direct"
"acad/allsquares/squares-24-24.xml",-1,1,13.292465,100,13.230921,79.898771,99.280576,10.108524,0,0,8.42615,5.523562,100,-1,0.719424,0,2.086664,0,29.99095,9.232417,12.236014,7.036992,24,20.101229,39.972851,16.611198,10.571753,13.27903,22.915283,0,0,1.73,"cryptominisat_support"
"acad/allsquares/squares-25-25.xml",-1,1,13.432933,100,13.372865,79.906853,99.337748,10.228819,0,0,8.660254,5.584963,100,-1,0.662252,0,2.097618,0,29.991674,5.984548,12.631177,3.726221,25,20.093147,39.975021,16.795076,10.68825,10.287712,23.41914,0,0,1.763,"cryptominisat_support"
"acad/allsquares/squares-26-26.xml",-1,1,13.584493,100,13.526255,79.914005,99.388379,10.344296,0,0,8.944272,5.643856,100,-1,0.611621,0,2.116433,0,29.992314,5.318804,12.596423,3.341641,26,20.085995,39.976941,16.99161,10.801708,10.400879,23.307695,0,0,1.791,"cryptominisat_support"
"acad/allsquares/squares-27-27.xml",-1,1,13.711022,100,13.653965,79.920364,99.433428,10.455327,0,0,9.165151,5.70044,100,-1,0.566572,0,2.125035,0,29.992883,5.697295,12.77705,3.477755,27,20.079636,39.978648,17.157821,10.909143,10.509775,23.294801,0,0,1.762,"lingeling_directorder"
"acad/allsquares/squares-28-28.xml",-1,1,13.848525,100,13.792994,79.926043,99.473684,10.562242,0,0,9.433981,5.754888,100,-1,0.526316,0,2.141369,0,29.993391,6.193443,12.875749,3.710033,28,20.073957,39.980172,17.337273,11.01402,10.61471,23.205813,0,0,1.792,"lingeling_directorder"
"acad/allsquares/squares-29-29.xml",-1,1,13.964612,100,13.910081,79.931136,99.509804,10.665336,0,0,9.643651,5.807355,100,-1,0.490196,0,2.148749,0,29.993846,5.502245,12.251482,3.365105,29,20.068864,39.981538,17.490647,11.113742,10.715962,23.434048,0,0,1.793,"minisat22_support"
"acad/allsquares/squares-3-3.xml",-1,-1,13.001408,100,-1,79.926043,-1,-1,-1,0,10.392305,-1,100,-1,-1,0,8.660254,-1,20,6.692014,11.552189,5.840967,2,0,43.372781,17.582686,8.5157,10.104599,21.915386,26.192053,0,0.237,"gecode"
"acad/allsquares/squares-30-30.xml",-1,1,14.090443,100,14.037204,79.935721,99.542334,10.764872,0,0,9.899495,5.857981,100,-1,0.457666,0,2.163074,0,29.994256,5.021695,11.637983,2.861404,30,20.064279,39.982769,17.655838,11.21128,10.813781,23.772381,0,0,1.806,"lingeling_directorder"
"acad/allsquares/squares-31-31.xml",-1,1,14.210824,100,14.158767,79.939863,99.571734,10.861087,0,0,10.148892,5.906891,100,-1,0.428266,0,2.176404,0,29.994627,5.006808,11.402479,2.831915,31,20.060137,39.98388,17.814332,11.305492,10.908393,23.859455,0,0,1.818,"lingeling_directorder"
"acad/allsquares/squares-32-32.xml",-1,1,14.326219,100,14.275252,79.943617,99.598394,10.954196,0,0,10.392305,5.954196,100,-1,0.401606,0,2.188839,0,29.994962,4.900176,10.585901,2.695446,32,20.056383,39.984887,17.966686,11.396605,11,23.580042,0,0,1.829,"lingeling_support"
"acad/allsquares/squares-33-33.xml",-1,1,14.437037,100,14.387075,79.94703,99.622642,11.044394,0,0,10.630146,6,100,-1,0.377358,0,2.200467,0,29.995267,4.948616,10.524542,2.684866,33,20.05297,39.985802,18.113386,11.484823,11.088788,23.343673,0,0,1.911,"lingeling_direct"
"acad/allsquares/squares-34-34.xml",-1,1,14.543636,100,14.494606,79.950142,99.64476,11.131857,0,0,10.86278,6.044394,100,-1,0.35524,0,2.211366,0,29.995546,5.145122,10.009829,2.836302,34,20.049858,39.986637,18.254863,11.57033,11.174926,23.305005,0,0,1.948,"cryptominisat_support"
"acad/allsquares/squares-35-35.xml",-1,1,14.646334,100,14.598169,79.952989,99.664992,11.216746,0,0,11.090537,6.087463,100,-1,0.335008,0,2.221601,0,29.9958,5.125056,9.477758,2.832043,35,20.047011,39.9874,18.391495,11.653293,11.258566,23.380183,0,0,1.86,"cryptominisat_support"
"acad/allsquares/squares-36-36.xml",-1,1,14.745412,100,14.698053,79.955598,99.683544,11.299208,0,0,11.313708,6.129283,100,-1,0.316456,0,2.231232,0,29.996033,5.188488,11.003518,2.868537,36,20.044402,39.9881,18.523623,11.733863,11.33985,23.350568,0,0,1.886,"cryptominisat_support"
"acad/allsquares/squares-37-37.xml",-1,1,14.841122,100,14.794517,79.957996,99.700599,11.379378,0,0,11.532563,6.169925,100,-1,0.299401,0,2.240311,0,29.996248,6.596932,11.54834,3.688801,37,20.042004,39.988743,18.651549,11.812177,11.418907,23.112634,0,0,1.881,"mistral_nj"
"acad/allsquares/squares-38-38.xml",-1,1,14.943797,100,14.898129,79.960205,99.716312,11.457381,0,0,11.789826,6.209453,100,-1,0.283688,0,2.254574,0,29.996445,6.779068,11.762382,3.70117,38,20.039795,39.989335,18.787724,11.889124,11.495855,23.000457,0,0,1.911,"cryptominisat_support"
