"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_min","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","BINARYp","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","sapperlot","spear.hw","spear.sw","sapperlot_success","spear.hw_success","spear.sw_success","Pre","Basic","KLB","CG","Class"
"SAT-Race-2010-CNF/hardware-verification/manolios/c10ni_s.cnf",205000,609000,32398,257000,5.3172,1.3679,0.1259,0.3716,0.6889,0,1.845,1e-04,0.3789,1e-04,9e-04,1.6807,0.1144,0.4652,1e-04,1.9909,0,0.0126,2.8564,0.1791,0.1482,0,0.9699,2.794,0,2.3924,0,0.0062,2.4583,0.4647,1e-04,1.7676,0,0.0072,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,5.04,9.56,11.49,"TRUE","TRUE","TRUE",3.39,0.04,2.6,20.02,"picosat"
"SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw_i.cnf",131000,388000,22468,169000,4.8307,1.2922,0.1328,0.3748,0.7062,0,1.7619,2e-04,0.385,1e-04,0.0016,1.6207,0.1229,0.4693,2e-04,1.5143,0,0.0086,3.0647,0.1711,0.1515,0,0.9487,2.9052,1e-04,1.8133,0,0.0041,2.6282,0.4543,1e-04,1.4341,0,0.0065,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,139,1200,417.81,"TRUE","FALSE","TRUE",1.76,0.02,1.26,20.02,"glucose2"
"SAT-Race-2010-CNF/hardware-verification/manolios/c8idw_s.cnf",122000,362000,21668,158000,4.6452,1.2924,0.1373,0.3705,0.6994,0,1.7413,2e-04,0.3629,1e-04,0.0019,1.5938,0.1211,0.466,2e-04,1.5836,0,0.0105,3.004,0.1703,0.1509,0,0.9677,2.8856,1e-04,1.9307,0,0.0052,2.5538,0.4493,1e-04,1.4633,0,0.007,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,4.05,11.65,4.6,"TRUE","TRUE","TRUE",1.66,0.02,1.17,20.02,"ebminisat"
"SAT-Race-2010-CNF/hardware-verification/manolios/c8n_i.cnf",29999,88939,5226,36891,4.7403,1.4109,0.1417,0.3536,0.7349,0,1.7034,8e-04,0.4981,4e-04,0.0052,1.6186,0.1293,0.5676,8e-04,1.3257,2e-04,0.0172,3.3982,0.1901,0.159,0,0.957,3.1199,3e-04,1.3713,0,0.007,2.9076,0.5351,6e-04,1.1785,1e-04,0.0096,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,9.55,218.81,33.46,"TRUE","TRUE","TRUE",0.44,0.01,0.08,20.01,"glucose2"
"SAT-Race-2010-CNF/hardware-verification/manolios/c9b_i.cnf",37024,110000,6384,45120,4.7995,1.4345,0.1415,0.3559,0.7237,0,1.6656,6e-04,0.4728,3e-04,0.0044,1.5641,0.1224,0.5613,6e-04,1.4024,2e-04,0.0155,3.2579,0.1876,0.1568,0,0.957,3.0642,3e-04,1.5522,0,0.0078,2.8283,0.5226,5e-04,1.244,1e-04,0.0085,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,29.18,256.7,51.63,"TRUE","TRUE","TRUE",0.47,0,0.11,20.01,"glueminisat"
"SAT-Race-2010-CNF/hardware-verification/manolios/f7idw.cnf",263000,782000,41290,327000,5.3701,1.3947,0.1264,0.3733,0.7139,0,1.8279,1e-04,0.3824,0,9e-04,1.6713,0.1291,0.4442,1e-04,1.5285,0,0.0018,2.9248,0.1818,0.1566,0,0.9385,2.7419,0,1.978,0,9e-04,2.4862,0.4753,1e-04,1.4052,0,0.0013,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,404.86,1200,1200,"TRUE","FALSE","FALSE",3.85,0.06,4.2,20.02,"ebglucose"
"SAT-Race-2010-CNF/hardware-verification/manolios/f7nidw.cnf",310000,924000,45777,365000,5.7814,1.5311,0.1255,0.3682,0.7214,0,1.8339,1e-04,0.397,0,8e-04,1.6816,0.1277,0.4591,1e-04,1.5803,0,0.0018,2.9467,0.1888,0.1535,0,0.9416,2.8031,0,1.9724,0,0.001,2.5478,0.4827,1e-04,1.4497,0,0.0015,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,872.97,1200,565.06,"TRUE","FALSE","TRUE",4.56,0.06,5.22,20.03,"lrglshr"
"SAT-Race-2010-CNF/hardware-verification/manolios/g7nidw.cnf",75496,222000,12806,95236,4.8954,1.335,0.1345,0.3684,0.734,0,1.854,3e-04,0.4037,2e-04,0.0021,1.699,0.1379,0.475,3e-04,1.2239,1e-04,0.0043,3.1946,0.1879,0.1583,0,0.9699,2.9736,1e-04,1.4553,0,0.0018,2.7574,0.4771,2e-04,1.1611,1e-04,0.0032,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,13.53,1200,120.01,"TRUE","FALSE","TRUE",1.01,0.02,0.42,20.02,"lrglshr"
"SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf",173000,514000,29070,221000,4.9676,1.3293,0.1317,0.3734,0.7257,0,1.8,1e-04,0.3953,1e-04,0.0013,1.6525,0.1387,0.4689,1e-04,1.447,0,0.0036,3.026,0.1772,0.1504,0,0.9731,2.8139,0,1.764,0,0.0015,2.6216,0.4787,1e-04,1.354,0,0.0023,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,76.93,1200,1200,"TRUE","FALSE","FALSE",2.49,0.04,2.1,20.05,"glucose2"
"SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf",88289,4190000,77804,4160000,0.1348,0.0078,0.0187,0.8073,0.4526,0,0.854,0,2.8577,0,0.0044,0.515,0.8928,0.9716,0,4.2053,0,0.0114,5.1632,0.5489,0.2832,0,0.9869,4.2103,0,3.4763,0,0.0055,5.0522,0.9713,1e-04,2.8482,0,0.0076,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",18.99,0.58,17.1,22.7,"mphaseSATm"
"SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf",89315,5580000,79604,5550000,0.122,0.0064,0.0143,0.9393,0.2426,0,0.416,0,2.9707,0,0.0037,0.2542,0.9679,0.9717,0,6.6361,0,0.0078,5.2325,0.57,0.2828,0,1,4.2266,0,6.4636,0,0.005,4.9541,0.9716,1e-04,4.0607,0,0.0064,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",73.35,0.97,19.52,34.72,"lrglshr"
"SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf",137000,4220000,78914,4090000,0.7335,0.0299,0.0193,0.8915,0.3239,0,0.6842,0,2.9494,0,0.0045,0.4957,0.9229,0.9338,0,3.6777,0,0.0048,5.0901,0.5084,0.3429,0,0.9849,3.8899,0,2.8305,0,0.0013,4.9251,0.9336,1e-04,2.4033,0,0.0037,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",22.51,0.83,18.62,23.44,"lrglshr"
"SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf",328000,4660000,243000,4480000,0.3494,0.0409,0.0542,0.7273,0.5716,0,1.1737,0,2.0868,0,6e-04,0.7892,0.8567,0.9043,0,4.4955,0,0.0043,3.6972,0.3119,0.2747,0,0.96,3.2107,0,3.8472,0,0.0021,3.45,0.9062,0,3.3508,0,0.0053,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1099.9,1200,1200,"TRUE","FALSE","FALSE",27.13,0.7,143.48,20.58,"clasp1"
"SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf",570000,8560000,421000,8240000,0.354,0.0385,0.051,0.7417,0.5516,0,1.125,0,2.2924,0,4e-04,0.7485,0.8646,0.9094,0,5.0609,0,0.0034,3.5571,0.3086,0.2779,0,0.9672,3.0266,0,4.3539,0,0.0017,3.3303,0.9126,0,3.701,0,0.005,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",53.49,1.56,432.27,20.8,"glueminisat"
"SAT-Race-2010-CNF/mixed/anbulagan/dated-10-13-u.cnf",181000,815000,49204,286000,2.6706,1.8457,0.1718,0.3554,1.07,0,1.3352,1e-04,0.4041,0,2e-04,0.9743,0.6104,0.9171,1e-04,0.4525,0,1e-04,2.7626,0.2465,0.1577,0,0.7778,3.1057,0,0.443,0,1e-04,2.5237,0.7616,1e-04,0.4668,0,1e-04,1e-04,0.579,0,3e-04,3.493,0.1538,0.636,0.0269,0.6111,3.2438,1200,1200,1200,"FALSE","FALSE","FALSE",3.65,0.04,6.08,5.7,"lingeling"
"SAT-Race-2010-CNF/mixed/anbulagan/dated-5-13-u.cnf",139000,627000,44244,249000,2.1373,1.5201,0.178,0.371,1.0416,0,1.3751,1e-04,0.4464,0,3e-04,1.0132,0.6153,0.892,1e-04,0.4451,0,2e-04,2.733,0.2499,0.1565,0,0.7647,3.0829,0,0.4571,0,1e-04,2.4536,0.7552,1e-04,0.4511,0,2e-04,1e-04,0.5633,0,3e-04,3.4839,0.1555,0.6131,0.0264,0.6111,3.2718,1200,1200,1200,"FALSE","FALSE","FALSE",2.85,0.04,4.78,4.74,"mphaseSATm"
"SAT-Race-2010-CNF/mixed/anbulagan/dated-5-15-u.cnf",152000,697000,46737,274000,2.2512,1.5422,0.1704,0.3625,1.041,0,1.3593,1e-04,0.426,0,3e-04,1.0111,0.5939,0.9031,1e-04,0.4931,0,1e-04,2.7792,0.2459,0.1578,0,0.7895,3.1086,0,0.4839,0,1e-04,2.5387,0.7491,1e-04,0.49,0,1e-04,1e-04,0.6075,0,3e-04,3.5563,0.1489,0.6561,0.0291,0.6111,3.216,1200,1126.5,1200,"FALSE","TRUE","FALSE",2.98,0.05,5.32,6.41,"cryptominisat2011"
"SAT-Race-2010-CNF/mixed/bioinf/q_query_2_L324_coli.cnf",618000,2750000,51366,573000,11.028,3.789,0.0896,0.4333,0.675,0,1.6927,1e-04,0.5316,0,4e-04,1.6227,0.1971,0.6124,1e-04,1.9876,0,0.0023,2.9846,0.3765,0.2184,0,1,3.1177,0,2.3173,0,0.0023,2.8791,0.5727,1e-04,4.1093,0,0.0057,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,19.82,90.26,41.59,"TRUE","TRUE","TRUE",61.62,0.12,6.53,20.3,"clasp2"
"SAT-Race-2010-CNF/mixed/bioinf/q_query_3_l44_lambda.cnf",31540,157000,7453,64819,3.2319,1.4262,0.115,0.4963,0.6628,0,1.4132,5e-04,0.3807,3e-04,0.0013,1.3076,0.1875,0.7563,5e-04,1.4436,0,0.0042,3.0565,0.3617,0.1635,0,1,3.1575,2e-04,1.1847,0,0.004,2.8103,0.5456,4e-04,1.8825,0,0.012,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,245.91,289.96,1096.3,"TRUE","TRUE","TRUE",0.6,0.01,0.15,20.01,"glucose2"
"SAT-Race-2010-CNF/mixed/bioinf/q_query_3_l48_lambda.cnf",34656,175000,8333,73221,3.1589,1.3836,0.1138,0.4971,0.66,0,1.3954,4e-04,0.3787,2e-04,0.0012,1.2942,0.1814,0.7589,4e-04,1.4973,0,0.0041,3.0333,0.3658,0.1635,0,1,3.1041,2e-04,1.2379,0,0.0039,2.7857,0.5371,4e-04,1.9526,0,0.0116,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,185.98,874.48,1200,"TRUE","TRUE","FALSE",0.69,0.01,0.18,20.01,"glucose2"
"SAT-Race-2010-CNF/mixed/diagnosis/ACG-20-10p1.cnf",382000,1630000,251000,1200000,0.5219,0.3618,0.2092,0.3259,1.1196,0,1.35,0,0.4354,0,0,1.0198,0.6068,0.8893,0,0.7945,0,1e-04,2.3615,0.1353,0.1577,0,0.75,2.2905,0,0.8,0,0,2.1101,0.7522,0,0.875,0,1e-04,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",7.61,0.22,151.45,20.07,"mphaseSATm"
"SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf",259000,1390000,138000,957000,0.8793,0.451,0.1442,0.4011,0.9088,0,1.4096,0,0.4374,0,1e-04,1.093,0.515,0.8694,0,0.7411,0,1e-04,3.0927,0.2256,0.1483,0,0.84,2.9439,0,0.8457,0,0,2.7397,0.6933,0,0.6533,0,1e-04,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",6.73,0.18,47.39,20.07,"lingeling"
"SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf",260000,1370000,138000,942000,0.8771,0.4588,0.1468,0.4012,0.9157,0,1.4142,0,0.441,0,1e-04,1.092,0.5243,0.8684,0,0.7304,0,1e-04,3.068,0.2236,0.1493,0,0.8333,2.9027,0,0.8378,0,0,2.7578,0.6977,0,0.6447,0,1e-04,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",8.41,0.26,47.76,20.08,"qutersat"
"SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf",729,96849,729,96849,0,0,0.0075,0.5944,0.5482,0,0.676,0.0036,0.288,0.0027,0.037,0.6742,0.3922,0.9994,0.0036,0.0048,0.0035,0.0036,0.7049,0.5246,0.0018,0.5188,0.5339,0.0208,0.0036,0.0049,0.0035,0.0036,0.7049,0.9994,0.002,0.0821,0.0011,0.0021,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,45.07,53.24,1200,"TRUE","TRUE","FALSE",0.13,0.01,0.01,20.05,"ebglucose"
"SAT-Race-2010-CNF/mixed/grieu/vmpc_31.cnf",961,147000,961,147000,0,0,0.0065,0.5951,0.5476,0,0.675,0.0027,0.2905,0.0021,0.0323,0.6736,0.3931,0.9996,0.0027,0.004,0.0027,0.0027,0.6461,0.5263,0.0015,0.5214,0.5345,0.3038,0.0027,0.004,0.0026,0.0027,0.6461,0.9996,0.0015,0.0776,8e-04,0.0016,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1012.2,1200,1200,"TRUE","FALSE","FALSE",0.2,0.03,0.02,21.33,"mphaseSATm"
"SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf",1694,5726,1165,4834,0.4541,0.1845,0.241,0.3448,0.8349,0,1.1951,0.0026,0.3811,0.0017,0.0215,0.9511,0.217,0.8775,0.0026,0.2991,0.0014,0.0052,2.4287,0.0776,0.0901,0,0.5,2.0475,0.0011,0.5948,4e-04,0.005,1.9744,0.5004,0.0019,0.5956,0.001,0.0072,0.0034,0.4014,0.001,0.0296,2.8826,0.2707,0.3405,0.015,0.5662,3.4677,1200,1200,1200,"FALSE","FALSE","FALSE",0.01,0,0,0.06,"mphaseSATm"
"SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf",136000,453000,7174,170000,17.928,1.6688,0.0422,0.3761,0.9319,0,2.129,9e-04,1.2207,3e-04,0.0085,2.2077,0.381,0.6394,9e-04,1.8208,0,0.0094,5.1732,0.3766,0.2886,0,0.9063,4.1022,7e-04,2.1941,0,0.0088,4.4435,0.6603,7e-04,0.8275,0,0.0043,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,15.09,1200,1200,"TRUE","FALSE","FALSE",8.73,0.03,0.25,20.11,"lrglshr"
"SAT-Race-2010-CNF/mixed/palacios/uts-l06-ipc5-h32.cnf",164000,8e+05,12262,497000,12.355,0.6108,0.0247,0.2325,1.5326,0,1.5662,5e-04,2.8019,2e-04,0.0482,1.6739,0.6703,0.7509,5e-04,1.922,0,0.0059,5.71,0.4036,0.3096,0,0.9909,4.2532,3e-04,2.6068,0,0.0055,4.3941,0.7969,4e-04,1.6992,0,0.0043,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,157.55,320.75,218.33,"TRUE","TRUE","TRUE",10.17,0.1,1.07,20.03,"minisatpsm"
"SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf",274000,908000,152000,682000,0.8076,0.3311,0.2225,0.4308,0.5886,0,0.6449,0,0.1521,0,4e-04,0.2318,0.0228,0.9771,0,1.7456,0,0.0023,1.0642,0.0823,0.0289,0,1,0.9825,0,1.7757,0,9e-04,0.9388,0.3023,0,1.6251,0,8e-04,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,19.01,12.35,4.53,"TRUE","TRUE","TRUE",4.02,0.11,57.1,20.06,"picosat"
"SAT-Race-2010-CNF/software-verification/babic/itox_vc1138.cnf",151000,437000,41759,199000,2.6083,1.2003,0.2103,0.3983,0.6819,0,1.2332,1e-04,0.7606,0,0.0017,1.0117,0.093,0.8329,1e-04,5.2283,0,0.0428,2.071,0.0881,0.0959,0,1,1.7663,0,3.8398,0,0.0121,1.681,0.3574,1e-04,2.8318,0,0.0148,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,8.4,3.84,4.26,"TRUE","TRUE","TRUE",3.41,0.03,4.24,20.33,"picosat"
"SAT-Race-2010-CNF/software-verification/bitverif/countbitsarray02_32.cnf",4252,12563,2111,9499,1.0142,0.3226,0.2222,0.3603,0.9124,0,1.3728,0.0014,0.4226,9e-04,0.0128,1.1452,0.3412,0.6795,0.0014,0.1969,8e-04,0.0069,1.8073,0.065,0.084,0,0.8,1.7069,5e-04,0.3157,1e-04,0.004,1.4702,0.4943,0.0011,0.4531,5e-04,0.0071,0.0017,0.4292,5e-04,0.0159,2.7034,0.1547,0.3289,0.0347,0.6286,2.554,1200,1200,1200,"FALSE","FALSE","FALSE",0.05,0,0.02,0.12,"qutersat"
"SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-27.cnf",7729,29194,3611,19862,1.1404,0.4698,0.1818,0.3217,0.8848,0,1.5682,9e-04,0.3402,6e-04,0.0022,1.3734,0.312,0.6876,9e-04,3.1498,4e-04,0.1557,2.5751,0.1289,0.1283,0,0.6667,2.5713,5e-04,4.4282,1e-04,0.1203,2.3683,0.6008,5e-04,2.7875,3e-04,0.0746,0.0084,0.2506,0.0026,0.0211,2.9703,0.1276,0.2464,0.0476,0.3407,2.2731,1200,1200,1200,"FALSE","FALSE","FALSE",0.13,0,0.04,20.12,"clasp2"
