"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars.clauses.ratio","POSNEG.RATIO.CLAUSE.mean","POSNEG.RATIO.CLAUSE.coeff.variation","POSNEG.RATIO.CLAUSE.min","POSNEG.RATIO.CLAUSE.max","POSNEG.RATIO.CLAUSE.entropy","VCG.CLAUSE.mean","VCG.CLAUSE.coeff.variation","VCG.CLAUSE.min","VCG.CLAUSE.max","VCG.CLAUSE.entropy","UNARY","BINARYp","TRINARYp","VCG.VAR.mean","VCG.VAR.coeff.variation","VCG.VAR.min","VCG.VAR.max","VCG.VAR.entropy","POSNEG.RATIO.VAR.mean","POSNEG.RATIO.VAR.stdev","POSNEG.RATIO.VAR.min","POSNEG.RATIO.VAR.max","POSNEG.RATIO.VAR.entropy","HORNY.VAR.mean","HORNY.VAR.coeff.variation","HORNY.VAR.min","HORNY.VAR.max","HORNY.VAR.entropy","horn.clauses.fraction","VG.mean","VG.coeff.variation","VG.min","VG.max","CG.mean","CG.coeff.variation","CG.min","CG.max","CG.entropy","cluster.coeff.mean","cluster.coeff.coeff.variation","cluster.coeff.min","cluster.coeff.max","cluster.coeff.entropy","tud_clauses","tud_vars","tud_clauses_size_1","tud_clauses_size_2","tud_clauses_size_3","tud_clauses_size_4","tud_clauses_size_5","tud_clauses_size_6","tud_clauses_size_7","tud_clauses_size_8","tud_clauses_size_.._9","tud_horn_clauses","tud_clause.variable_degree_min","tud_clause.variable_degree_max","tud_clause.variable_degree_mode","tud_clause.variable_degree_mean","tud_clause.variable_degree_stdev","tud_clause.variable_degree_entropy","tud_clause.variable_degree_valuesRate","tud_clause.variable_degree_Q1","tud_clause.variable_degree_Q2","tud_clause.variable_degree_Q3","tud_variable.clause_degree_zcount","tud_variable.clause_degree_min","tud_variable.clause_degree_max","tud_variable.clause_degree_mode","tud_variable.clause_degree_mean","tud_variable.clause_degree_stdev","tud_variable.clause_degree_entropy","tud_variable.clause_degree_valuesRate","tud_variable.clause_degree_Q1","tud_variable.clause_degree_Q2","tud_variable.clause_degree_Q3","tud_clause.variable_polarity_min","tud_clause.variable_polarity_mode","tud_clause.variable_polarity_mean","tud_clause.variable_polarity_stdev","tud_clause.variable_polarity_entropy","tud_clause.variable_polarity_valuesRate","tud_clause.variable_polarity_Q1","tud_clause.variable_polarity_Q2","tud_clause.variable_polarity_Q3","tud_variable.clause_polarity_min","tud_variable.clause_polarity_max","tud_variable.clause_polarity_mode","tud_variable.clause_polarity_mean","tud_variable.clause_polarity_stdev","tud_variable.clause_polarity_entropy","tud_variable.clause_polarity_valuesRate","tud_variable.clause_polarity_Q1","tud_variable.clause_polarity_Q2","tud_variable.clause_polarity_Q3","tud_Clause.Var_steps","tud_SymmTime0_min","tud_SymmTime0_max","tud_SymmTime0_mode","tud_SymmTime0_mean","tud_SymmTime0_stdev","tud_SymmTime0_entropy","tud_SymmTime0_valuesRate","tud_SymmTime0_Q1","tud_SymmTime0_Q2","tud_SymmTime0_Q3","tud_Symmetry0_steps","tud_SymmTime1_min","tud_SymmTime1_max","tud_SymmTime1_mode","tud_SymmTime1_mean","tud_SymmTime1_stdev","tud_SymmTime1_entropy","tud_SymmTime1_valuesRate","tud_SymmTime1_Q1","tud_SymmTime1_Q2","tud_SymmTime1_Q3","tud_Symmetry1_steps","tud_SymmTime2_min","tud_SymmTime2_max","tud_SymmTime2_mode","tud_SymmTime2_mean","tud_SymmTime2_stdev","tud_SymmTime2_entropy","tud_SymmTime2_valuesRate","tud_SymmTime2_Q1","tud_SymmTime2_Q2","tud_SymmTime2_Q3","tud_Symmetry2_steps","tud_Symmetry_computation_steps","base","tud_base","Class"
"SAT-Race-2015-CNF/manthey_single-ordered-initialized-w48-b7.cnf.gz",9912,81505,5580,67156,0.776344,0.213667,0.08309,0.538578,0.575697,0,1,1.026035,0.000664,0.80743,0.000358,0.010215,0.914533,0,0.210286,0.875275,0.000664,2.547876,0.000134,0.01364,1.226978,0.617296,0.167596,0.001093,0.89372,1.189953,0.000313,3.196656,1.5e-05,0.008309,0.849579,0.652942,0.000654,2.212195,0.000119,0.011615,-1,0,-1,0,-512,-1,0,-1,0,0,75100,9912,105,16010,57790,0,0,0,1174,0,21,75100,1,47,3,2.858842,0.989182,0.607648,8e-05,3,3,3,0,1,742,5,21.660513,5496.382063,0.931631,0.006356,5,5,5,0.5,0.666667,0.767909,0.02554,0.729427,4e-05,0.666667,0.666667,1,0.5,1,0.6,0.616581,0.006131,0.932051,0.006558,0.6,0.6,0.6,255072,1,7245,1,87.716814,471316.936947,0.775887,0.132743,1,1,1,224845,1,4730,1,20.693111,51290.08763,1.130123,0.052192,1,1,3,225577,1,2583,1,7.531915,7588.39822,0.46183,0.015198,1,1,1,227251,677673,20.412,0.06,"maple_glucose"
"SAT-Race-2015-CNF/manthey_single-ordered-initialized-w48-b8.cnf.gz",11520,94764,7004,79420,0.644774,0.193201,0.088189,0.544184,0.569618,0,1,0.99656,0.000527,0.860182,0.000286,0.008138,0.879914,0,0.212088,0.893553,0.000527,2.640963,0.000113,0.012705,1.019014,0.621535,0.157726,0,0.876777,1.102858,0.00025,3.437829,1.3e-05,0.008197,0.783597,0.655276,0.000553,2.286615,0.000113,0.011559,-1,0,-1,0,-512,-1,0,-1,0,0,87709,11520,117,19016,67374,0,0,0,0,1174,28,87709,1,47,3,2.861485,1.154652,0.603244,6.8e-05,3,3,3,0,1,834,5,21.786285,5787.770973,0.91554,0.005469,5,5,5,0.5,0.666667,0.768405,0.02558,0.729475,3.4e-05,0.666667,0.666667,1,0.5,1,0.6,0.616853,0.0061,0.915923,0.005642,0.6,0.6,0.6,297723,1,8280,1,101.946903,618281.068584,0.775887,0.132743,1,1,1,262732,1,5676,1,24,72206.617954,1.1319,0.052083,1,1,5,263466,1,3444,1,8.52071,11322.320814,0.818977,0.016272,1,1,2,265210,791408,20.504,0.076,"beans_and_eggs"
"SAT-Race-2015-CNF/manthey_single-ordered-initialized-w48-b9.cnf.gz",13176,108264,8471,91820,0.555424,0.17909,0.092257,0.548207,0.567265,0,1,0.849672,0.000434,0.90889,0.000236,0.006729,0.847964,0,0.213603,0.907983,0.000434,2.722219,9.8e-05,0.01198,1.265233,0.622681,0.1505,0.003484,0.860465,1.185598,0.000207,3.653569,1.1e-05,0.008103,0.73413,0.656992,0.000483,2.341989,0.000109,0.011501,-1,0,-1,0,-512,-1,0,-1,0,0,100555,13176,130,22069,77146,0,0,0,0,0,1210,100555,1,47,3,2.863736,1.318644,0.599591,6e-05,3,3,3,0,1,926,5,21.855115,6057.63358,0.900666,0.004781,5,5,5,0.5,0.666667,0.768853,0.025616,0.729464,3e-05,0.666667,0.666667,1,0.5,1,0.6,0.617025,0.006076,0.901016,0.004933,0.6,0.6,0.6,341229,1,9315,1,116.60177,786657.331068,0.775887,0.132743,1,1,1,301373,1,6622,1,27.45,97203.492276,1.153392,0.058333,1,1,6,302107,1,4305,1,9.575581,16111.677192,0.974207,0.016715,1,1,2,303899,907379,20.624,0.084,"maple_glucose"
"SAT-Race-2015-CNF/manthey_single-ordered-initialized-w50-b6.cnf.gz",9000,74139,4549,59973,0.978457,0.236206,0.075851,0.529202,0.590382,0,1,1.037788,0.000822,0.760156,0.00044,0.011871,0.957272,0,0.20636,0.848882,0.000822,2.474434,0.00015,0.014323,1.07442,0.619452,0.180444,0.001164,0.914692,0.97684,0.000382,2.979247,1.7e-05,0.008087,0.908528,0.647942,0.000742,2.152767,0.000117,0.011172,-1,0,-1,0,-512,-1,0,-1,0,0,68042,9000,96,14048,52610,0,0,1273,0,0,15,68042,1,49,3,2.856971,0.82518,0.610212,8.8e-05,3,3,3,0,1,678,5,21.599333,5456.633092,0.924664,0.007222,5,5,5,0.5,0.666667,0.767266,0.0254,0.725559,4.4e-05,0.666667,0.666667,1,0.5,1,0.6,0.615606,0.00599,0.924876,0.007333,0.6,0.6,0.6,231162,1,6768,1,76.923077,395510.709549,0.754484,0.128205,1,1,1,203636,1,4140,1,18.181818,39478.598454,1.066609,0.044444,1,1,2,204392,1,1892,1,8.387698,6935.504401,0.482372,0.014911,1,1,1,205548,613576,20.34,0.06,"maple_glucose"
"SAT-Race-2015-CNF/manthey_single-ordered-initialized-w50-b7.cnf.gz",10675,88199,6038,72989,0.76797,0.208388,0.082725,0.537702,0.57603,0,1,1.023237,0.000612,0.784935,0.000331,0.00944,0.910715,0,0.209114,0.875159,0.000612,2.608884,0.000123,0.013098,1.262606,0.617511,0.165903,0.001047,0.932039,1.217374,0.00029,3.264455,1.4e-05,0.007974,0.818566,0.652838,0.000601,2.259366,0.00011,0.011152,-1,0,-1,0,-512,-1,0,-1,0,0,81430,10675,107,17231,62798,0,0,0,1273,0,21,81430,1,49,3,2.86015,0.992022,0.604907,7.4e-05,3,3,3,0,1,774,5,21.817518,5796.161376,0.908081,0.006089,5,5,5,0.5,0.666667,0.767817,0.025449,0.725736,3.7e-05,0.666667,0.666667,1,0.5,1,0.6,0.616012,0.00595,0.90847,0.006276,0.6,0.6,0.6,276351,1,7896,1,91.239316,540021.873268,0.754484,0.128205,1,1,1,243819,1,5175,1,21.435743,58962.801698,1.105112,0.050201,1,1,3,244581,1,2838,1,7.809071,8795.279039,0.450119,0.014631,1,1,1,246319,734719,20.412,0.068,"maple_glucose"
"SAT-Race-2015-CNF/manthey_single-ordered-initialized-w52-b6.cnf.gz",9672,80015,4890,64924,0.977914,0.232441,0.075319,0.528467,0.590669,0,1,1.03562,0.000765,0.761148,0.000409,0.011452,0.954743,0,0.205486,0.848484,0.000765,2.524324,0.000139,0.013785,1.048863,0.62105,0.178209,0.001117,0.917808,0.945411,0.000356,3.035036,1.5e-05,0.007778,0.886668,0.648127,0.000691,2.19473,0.000108,0.010751,-1,0,-1,0,-512,-1,0,-1,0,0,73572,9672,98,15081,57002,0,0,1376,0,0,15,73572,1,51,3,2.858234,0.827002,0.607591,8.2e-05,3,3,3,0,1,706,5,21.741729,5738.948489,0.901706,0.006927,5,5,5,0.5,0.666667,0.767194,0.025316,0.722068,4.1e-05,0.666667,0.666667,1,0.5,1,0.6,0.615076,0.005812,0.902101,0.007134,0.6,0.6,0.6,249768,1,7350,1,79.933884,450664.978926,0.722859,0.115702,1,1,1,220208,1,4512,1,20.889849,50042.028966,0.946792,0.043197,1,1,1,220892,1,2070,1,8.705671,7997.460139,0.47437,0.014401,1,1,1,222188,663288,20.36,0.06,"maplecomsps"
"SAT-Race-2015-CNF/manthey_single-ordered-initialized-w54-b9.cnf.gz",16281,135720,10552,116313,0.54293,0.166852,0.090721,0.545824,0.568142,0,1,0.846745,0.000349,0.905677,0.00019,0.005781,0.843891,0,0.21069,0.906863,0.000349,2.890209,7.7e-05,0.010704,1.212588,0.629792,0.144779,0,0.921053,1.125413,0.000167,3.865856,9e-06,0.007222,0.674059,0.657682,0.000387,2.480487,8.6e-05,0.010265,-1,0,-1,0,-512,-1,0,-1,0,0,126739,16281,136,27274,97810,0,0,0,0,0,1519,126739,1,53,3,2.867057,1.332411,0.592288,4.7e-05,3,3,3,0,1,1046,5,22.318531,7060.978507,0.837353,0.004238,5,5,5,0.5,0.666667,0.768524,0.025362,0.719276,2.4e-05,0.666667,0.666667,1,0.5,1,0.6,0.615454,0.005597,0.837637,0.004361,0.6,0.6,0.6,429096,1,11934,1,130.248,1160979.010581,0.715278,0.12,1,1,1,379907,1,8575,1,33.778008,161401.915274,1.012551,0.058091,1,1,1,380621,1,5640,1,10.655105,24734.189417,0.962307,0.015052,1,1,2,382713,1143241,20.768,0.1,"cominisatps"
"SAT-Race-2015-CNF/minandmaxor128.cnf.gz",249327,746444,76979,397738,2.238896,0.876723,0.193542,0.495854,0.719227,0,1,1.476989,4.5e-05,0.879237,2.6e-05,0.003326,1.385115,0,0.282872,0.778802,4.5e-05,2.505437,1.8e-05,0.00178,2.286623,0.161938,0.187189,0,0.976923,2.293486,1.7e-05,1.896426,3e-06,0.000895,1.975472,0.536157,4e-05,2.87462,1.3e-05,0.001916,-1,0,-1,0,-512,-1,0,-1,0,0,746430,249327,10,497615,248805,0,0,0,0,0,0,746430,1,3,2,2.333313,0.222243,0.636668,4e-06,2,2,3,0,1,521,5,6.985425,314.44413,0.740563,0.001556,5,5,5,0.5,1,0.835997,0.046417,0.92161,4e-06,0.666667,1,1,0.5,1,0.6,0.589813,0.00042,0.73346,0.001047,0.6,0.6,0.6,2987307,1,196862,2,640.943445,102869945.110195,0.865532,0.033419,2,2,6,1991768,1,33008,2,82.83289,778119.921218,3.292419,0.100664,2,2,50,1997010,1,256,1,5.881186,639.759879,1.314291,0.00335,1,1,2,2075778,6064556,36.716,0.652,"splatz"
"SAT-Race-2015-CNF/minxorminand064.cnf.gz",40042,119357,4857,48581,7.244184,1.456866,0.099977,0.637799,0.535158,0,1,1.995719,0.000885,0.889429,0.000412,0.02656,1.810061,0,0.39219,0.522818,0.000885,1.492691,0.000144,0.007122,3.308075,0.198105,0.263438,0,0.925926,2.672844,0.000202,1.446253,2.1e-05,0.002655,2.647578,0.456742,0.000931,1.056336,0.000103,0.005311,-1,0,-1,0,-512,-1,0,-1,0,0,119343,40042,10,79557,39776,0,0,0,0,0,0,119343,1,3,2,2.333208,0.22235,0.637322,2.5e-05,2,2,3,0,1,133,5,6.953998,146.084795,0.482282,0.001748,5,5,5,0.5,1,0.896828,0.034365,0.72789,2.5e-05,1,1,1,0.5,1,0.6,0.595645,0.000356,0.477057,0.001698,0.6,0.6,0.6,478191,2,37068,18,572.028571,19602261.390476,0.896884,0.157143,18,18,18,318642,1,374,2,28.765805,5835.742381,2.103222,0.108477,2,2,4,321286,1,240,1,8.802374,654.224128,1.506885,0.022862,1,1,2,327600,967528,21.052,0.116,"cominisatps"
"SAT-Race-2015-CNF/mrpp_4x4#10_20.cnf.gz",4528,28326,2135,21720,1.120843,0.304144,0.098297,0.399306,0.73401,0,1,1.812907,0.001838,0.231266,0.000937,0.00281,1.289761,0,0.032459,0.362661,0.001838,0.590183,0.000322,0.004052,3.234627,0.27083,0.157485,0,0.724138,3.283652,0.000482,0.442663,9.2e-05,0.001013,2.557487,0.327486,0.001695,0.286443,0.00023,0.002624,0.003292,0.381784,0.000138,0.007459,4.423454,0.367106,0.290318,0.078161,0.888889,3.576563,26492,4528,190,12799,9127,3711,665,0,0,0,0,24988,1,5,2,2.692813,0.657964,1.121826,0.000189,2,3,3,132,1,36,4,16.227934,88.676589,2.60753,0.005914,5,20,24,0.5,1,0.798223,0.035885,1.284272,0.000226,0.666667,0.75,1,0.5,1,0.75,0.740597,0.024502,2.86814,0.016606,0.62963,0.75,0.888889,92832,3,456,4,78.068966,14531.398669,3.066456,0.517241,4,12,136,75990,1,408,1,11.180247,1472.138223,1.972366,0.071605,1,2,4,76684,1,234,1,5.576355,421.970735,1.575639,0.03202,1,2,4,77498,230172,4.164,0.028,"glucose_kiel"
"SAT-Race-2015-CNF/mrpp_4x4#10_9.cnf.gz",1976,12310,859,8333,1.300349,0.477259,0.103084,0.406004,0.740118,0,1,1.800837,0.004469,0.243873,0.002328,0.006985,1.323489,0,0.054242,0.400216,0.004469,0.627184,0.00084,0.01056,3.549645,0.269432,0.159032,0,0.724138,3.627424,0.001214,0.45497,0.00024,0.00264,2.659109,0.340094,0.004091,0.346469,6e-04,0.00684,0.008117,0.429426,0.00036,0.019441,4.5575,0.363623,0.30291,0.078161,0.888889,3.66744,10476,1976,190,5055,3275,1687,269,0,0,0,0,9764,1,5,2,2.693585,0.725003,1.17596,0.000477,2,2,3,88,1,36,4,14.945975,98.018277,2.795045,0.013771,5,14,24,0.5,1,0.799427,0.036948,1.310207,0.000573,0.666667,0.75,1,0.5,1,0.75,0.750281,0.026864,3.079261,0.038665,0.62069,0.75,0.95,37216,3,192,4,34.068966,2136.872353,2.923046,0.431034,4,12,48,30318,1,190,1,4.903226,219.107527,1.753227,0.044665,1,2,4,31008,1,190,1,2.826896,81.048788,1.275201,0.015737,1,1,3,31600,92926,1.492,0.016,"maplecomsps_lrb"
"SAT-Race-2015-CNF/mrpp_4x4#12_12.cnf.gz",2672,16408,1197,11737,1.232247,0.397972,0.101985,0.411295,0.743889,0,1,1.822695,0.003253,0.2382,0.001671,0.005013,1.317697,0,0.047031,0.370452,0.003253,0.623309,0.000596,0.007498,3.524239,0.272509,0.15529,0,0.724138,3.489881,0.000847,0.486953,0.00017,0.001874,2.60745,0.32717,0.002991,0.33041,0.000426,0.004856,0.005945,0.404697,0.000256,0.013803,4.501647,0.369864,0.290394,0.076577,0.888889,3.623906,14507,2672,200,7056,4872,2011,368,0,0,0,0,13709,1,5,2,2.675398,0.676303,1.143193,0.000345,2,2,3,100,1,35,4,15.090202,85.927294,2.758954,0.010109,5,14,22,0.5,1,0.800711,0.03616,1.284241,0.000414,0.666667,0.75,1,0.5,1,0.75,0.745412,0.025977,3.075473,0.02605,0.625,0.75,0.916667,51373,2,264,4,48.581818,4038.247811,3.192305,0.563636,6,18,72,41602,1,216,1,6.630273,388.452514,1.964647,0.064516,1,2,4,42298,1,200,1,3.323383,103.456937,1.428682,0.018657,1,2,4,43100,127000,2.172,0.02,"splatz"
"SAT-Race-2015-CNF/mrpp_4x4#4_24.cnf.gz",5048,27895,2217,21443,1.276951,0.300891,0.10339,0.427274,0.742177,0,1,1.82423,0.001749,0.2397,0.000902,0.002706,1.330979,0,0.060346,0.356853,0.001749,0.49818,0.000373,0.003358,3.233856,0.263096,0.156334,0,0.661972,3.355323,0.000456,0.429694,9.3e-05,0.001026,2.564445,0.332043,0.001551,0.251509,0.000373,0.002192,0.002932,0.359341,0.000233,0.006109,4.280526,0.373735,0.248471,0.111111,0.888889,3.481164,26882,5048,120,13856,9702,2384,820,0,0,0,0,25594,1,5,2,2.625325,0.603634,1.054879,0.000186,2,2,3,124,1,32,4,14.332656,66.912271,2.582799,0.005077,5,14,19,0.5,1,0.80073,0.037276,1.243992,0.000223,0.666667,0.75,1,0.5,1,0.75,0.739049,0.022813,2.737927,0.011576,0.64,0.75,0.857143,95578,3,576,3,91.781818,21185.729293,2.914369,0.509091,4,9,124,75740,1,504,1,12.312195,2133.462198,1.756764,0.073171,1,2,3,76450,1,351,1,6.590078,757.659196,1.438143,0.037859,1,1,3,77162,229352,3.236,0.028,"cominisatps"
"SAT-Race-2015-CNF/mrpp_4x4#4_4.cnf.gz",748,3859,215,1629,2.47907,1.368938,0.131983,0.478704,0.74191,0,1,1.673745,0.016517,0.240166,0.009302,0.032558,1.250579,0,0.096992,0.480049,0.016517,0.50618,0.004297,0.040516,3.638139,0.259556,0.186222,0,0.764706,3.760427,0.005179,0.473463,0.001228,0.012277,2.704609,0.383057,0.013899,0.368578,0.004911,0.02701,0.026218,0.442439,0.003069,0.074893,4.277061,0.392639,0.240331,0.122807,0.733333,3.622939,2846,748,120,1696,626,304,100,0,0,0,0,2678,1,5,2,2.496838,0.759041,1.131629,0.001757,2,2,3,64,1,29,4,10.388889,60.498617,2.618521,0.032164,4,10,16,0.5,1,0.829199,0.040848,1.223263,0.002108,0.666667,1,1,0.5,1,0.75,0.77832,0.025829,2.795415,0.073099,0.666667,0.75,0.909091,10690,3,120,3,14.666667,505.946667,2.359023,0.333333,3,6,12,7964,1,120,1,2.700361,69.478732,1.286691,0.050542,1,1,3,8416,1,120,1,2.273556,55.839573,1.005934,0.024316,1,1,3,8520,24900,0.132,0.008,"beans_and_eggs"
"SAT-Race-2015-CNF/mrpp_4x4#4_5.cnf.gz",963,5077,315,2620,2.057143,0.937786,0.120229,0.459351,0.750042,0,1,1.737304,0.011596,0.242163,0.006349,0.019048,1.289584,0,0.085115,0.440076,0.011596,0.520597,0.003053,0.026718,3.773919,0.270409,0.177904,0,0.657143,3.860651,0.003408,0.457699,0.000763,0.008397,2.717982,0.366031,0.009919,0.351489,0.003053,0.017557,0.018918,0.434833,0.001908,0.049237,4.412896,0.386632,0.245072,0.111111,0.892857,3.616211,4064,963,120,2304,1096,408,136,0,0,0,0,3840,1,5,2,2.541339,0.709096,1.123634,0.00123,2,2,3,67,1,33,4,11.526786,67.038388,2.742307,0.029018,4,11,17,0.5,1,0.819135,0.039776,1.242887,0.001476,0.666667,1,1,0.5,1,0.75,0.767075,0.025459,2.92059,0.061384,0.65,0.75,0.909091,14983,3,120,3,17.833333,634.028302,2.530107,0.351852,4,8,16,11407,1,120,1,2.963077,71.677645,1.355622,0.049231,1,1,3,11949,1,120,1,2.34878,48.227688,1.078708,0.019512,1,1,3,12119,35475,0.272,0.012,"beans_and_eggs"
"SAT-Race-2015-CNF/mrpp_4x4#6_16.cnf.gz",3328,17876,1446,13684,1.301521,0.306343,0.105671,0.419059,0.744477,0,1,1.818221,0.002692,0.229287,0.001383,0.004149,1.285165,0,0.036612,0.361809,0.002692,0.511799,0.000804,0.005262,3.158625,0.255773,0.154711,0,0.661972,3.353172,0.000697,0.452769,0.000146,0.001462,2.558141,0.323151,0.002409,0.26357,0.000731,0.003435,0.004587,0.356,0.000438,0.009573,4.280524,0.373278,0.255091,0.105911,0.888889,3.512532,16780,3328,134,8861,5706,1556,523,0,0,0,0,15940,1,5,2,2.611025,0.626149,1.071177,0.000298,2,2,3,100,1,31,4,13.5728,60.705266,2.607395,0.007745,5,14,17,0.5,1,0.804425,0.037955,1.24995,0.000358,0.666667,0.75,1,0.5,1,0.75,0.741324,0.023529,2.748776,0.017038,0.647059,0.75,0.9,60160,3,384,3,57.37931,7793.678161,2.7888,0.465517,3,9,100,47265,1,312,1,8.666667,772.186249,1.932865,0.078125,1,2,3,47917,1,156,1,4.431425,202.813625,1.522243,0.034621,1,2,3,48651,143833,2.048,0.02,"maplecomsps"
"SAT-Race-2015-CNF/mrpp_4x4#6_20.cnf.gz",4188,22548,1846,17576,1.268689,0.282886,0.10503,0.417797,0.743735,0,1,1.821028,0.002117,0.227661,0.001083,0.00325,1.281062,0,0.033739,0.355655,0.002117,0.507981,0.000626,0.004096,3.061081,0.256039,0.154076,0,0.661972,3.245325,0.000545,0.451315,0.000114,0.001138,2.540164,0.321461,0.001898,0.254697,0.000569,0.002674,0.003607,0.348594,0.000341,0.007453,4.247105,0.373599,0.253341,0.105911,0.888889,3.492618,21452,4188,134,11293,7386,1972,667,0,0,0,0,20388,1,5,2,2.615187,0.619662,1.063912,0.000233,2,2,3,112,1,31,4,13.763739,59.893369,2.557817,0.006133,5,14,17,0.5,1,0.80371,0.037815,1.249009,0.00028,0.666667,0.75,1,0.5,1,0.75,0.739525,0.02321,2.687035,0.013494,0.647059,0.75,0.857143,76732,3,480,3,72.206897,13253.816092,2.7888,0.465517,3,9,134,60413,1,408,1,10.90625,1402.367167,1.932865,0.078125,1,2,3,61065,1,252,1,5.576565,428.28713,1.524089,0.035952,1,2,3,61799,183277,2.688,0.024,"cominisatps"
"SAT-Race-2015-CNF/mrpp_4x4#6_5.cnf.gz",963,5002,341,2903,1.824047,0.723045,0.117465,0.441888,0.752721,0,1,1.744931,0.010722,0.2455,0.005865,0.017595,1.299821,0,0.080951,0.455391,0.010722,0.554871,0.003789,0.024802,3.636263,0.257827,0.165021,0,0.661972,3.853486,0.003066,0.467535,0.000689,0.006889,2.640372,0.353427,0.00932,0.349656,0.003445,0.01619,0.018001,0.452467,0.001722,0.045126,4.441347,0.372316,0.273942,0.08172,0.888889,3.693501,3906,963,134,2173,1060,412,127,0,0,0,0,3682,1,5,2,2.545571,0.722763,1.144512,0.00128,2,2,3,67,1,31,4,11.097098,62.957042,2.742918,0.026786,4,11,17,0.5,1,0.816142,0.040062,1.251914,0.001536,0.666667,1,1,0.5,1,0.75,0.764927,0.026642,2.934606,0.058036,0.636364,0.75,0.9375,14509,3,134,3,17.196429,653.142532,2.40249,0.321429,3,8,24,11026,1,134,1,3.199336,88.120133,1.413922,0.046512,1,2,3,11516,1,134,1,2.494819,60.162311,1.136425,0.023316,1,1,3,11686,34228,0.332,0.012,"cominisatps"
"SAT-Race-2015-CNF/mrpp_4x4#8_8.cnf.gz",1744,11025,736,7138,1.369565,0.54455,0.10311,0.418656,0.759914,0,1,1.810628,0.005146,0.25686,0.002717,0.008152,1.36983,0,0.08812,0.403474,0.005146,0.628799,0.000981,0.012328,3.668906,0.289097,0.16276,0,0.724138,3.735971,0.001384,0.475976,0.00028,0.003082,2.671708,0.345055,0.004691,0.344574,7e-04,0.007985,0.009202,0.446353,0.00056,0.022695,4.610604,0.373141,0.295733,0.082353,0.888889,3.69567,9307,1744,176,4515,2725,1662,229,0,0,0,0,8507,1,5,2,2.704846,0.750721,1.184385,0.000537,2,2,3,84,1,38,4,15.16506,109.8992,2.865025,0.016867,5,14,24,0.5,1,0.796904,0.038359,1.317457,0.000645,0.666667,0.75,1,0.5,1,0.75,0.751192,0.027369,3.166485,0.045783,0.612903,0.75,0.95,33021,3,176,4,31.142857,1700.27013,2.970341,0.5,4,12,40,27038,1,176,1,4.700809,184.912945,1.729713,0.045822,1,2,4,27668,1,176,1,2.750789,73.4765,1.22285,0.018927,1,1,3,28194,82900,1.216,0.016,"maple_glucose"
"SAT-Race-2015-CNF/mrpp_6x6#10_10.cnf.gz",4931,32639,2144,22792,1.299907,0.432038,0.094068,0.399552,0.766263,0,1,1.820356,0.001818,0.239512,0.000933,0.002799,1.333202,0,0.054581,0.356221,0.001818,0.566541,0.000351,0.003949,3.77642,0.262739,0.158527,0,0.741176,3.752499,0.000453,0.460399,8.8e-05,0.000965,2.671355,0.314409,0.001643,0.276555,0.000219,0.002545,0.003173,0.386355,0.000176,0.007327,4.582966,0.373013,0.273937,0.048626,0.679956,3.568376,29172,4931,350,14375,8555,5036,856,0,0,0,0,26988,1,5,2,2.714555,0.749309,1.168335,0.000171,2,2,3,156,1,41,4,16.584084,121.862587,2.89353,0.006492,5,14,24,0.5,1,0.799072,0.037252,1.334205,0.000206,0.666667,0.75,1,0.5,1,0.75,0.74618,0.026733,3.19856,0.019476,0.606061,0.75,0.916667,102033,3,447,8,80.836066,11311.839344,3.479931,0.655738,8,32,96,84250,1,350,4,6.557181,519.205781,2.011243,0.042553,2,4,4,85632,1,350,1,2.568229,93.957823,1.172172,0.007292,1,1,3,87968,257850,4.464,0.032,"maplecomsps_lrb"
"SAT-Race-2015-CNF/mrpp_6x6#10_8.cnf.gz",3893,25742,1630,17009,1.388344,0.513434,0.095832,0.40077,0.777049,0,1,1.814907,0.002366,0.24434,0.001227,0.003681,1.344417,0,0.065671,0.369275,0.002366,0.575554,0.00047,0.005291,3.83192,0.263605,0.158366,0,0.741176,3.771065,0.000597,0.46722,0.000118,0.001352,2.697155,0.319596,0.002136,0.292084,0.000294,0.00341,0.004125,0.402836,0.000235,0.009818,4.618692,0.373113,0.278564,0.048626,0.679956,3.605023,22275,3893,350,11063,6139,4065,658,0,0,0,0,20494,1,5,2,2.71349,0.778104,1.18251,0.000224,2,2,3,148,1,41,4,16.139653,128.394755,2.902166,0.008011,5,14,24,0.5,1,0.800456,0.037792,1.341094,0.000269,0.666667,0.75,1,0.5,1,0.75,0.750395,0.027457,3.171752,0.023765,0.6,0.75,0.923077,78244,3,350,4,64.883333,7006.274294,3.485195,0.65,12,31,75,64464,1,350,4,5.537696,379.502494,1.881751,0.039829,2,3,4,65750,1,350,1,2.546109,105.080497,1.168524,0.008502,1,1,3,67402,197616,3.188,0.028,"maplecomsps_lrb"
