Chi-squared,F ANOVA,PCA,Variance,Original
0.4171514347210761,0.424761656895399,0.4215620117264496,0.4184968047895215,0.4098451188518636
0.4237927532223312,0.3725027838749361,0.3723431931169482,0.38169530983645256,0.3342910496792356
0.3936611214608216,0.4204998810807338,0.4286041946097131,0.4177907482335741,0.43158494764195343
0.4139836219437275,0.4366255346533602,0.4246332848672424,0.4141465485213033,0.42906261737947055
0.4323874662339725,0.4018117952295529,0.38400876792021305,0.3765283074655986,0.4335453329040077
0.4688402898857641,0.2918168504332249,0.2040699735555062,0.4121704389661838,0.24347784399138456
0.29351050482292285,0.4134700355130099,0.43414622365272604,0.4072068368421233,0.4673430271005573
0.4183304293485396,0.4210866350150976,0.4323099061454694,0.4161156595935105,0.4492213023808717
0.3243542568542569,0.33877164502164503,0.3009920634920635,0.24520202020202025,0.30856782106782105
0.4248421717171717,0.3078363997113997,0.27239508177008176,0.3051755651755652,0.2800378787878788
0.36487373737373735,0.41679052429052427,0.375150012025012,0.4134656084656084,0.41840698653198655
0.3633612914862915,0.4061483886483887,0.3801031144781145,0.35258778258778256,0.3797141053391053
0.3598083992031361,0.3880115995115996,0.3893711040421567,0.3943237099158151,0.3952254675149413
0.3970892616155774,0.3285919606709081,0.27695112781954884,0.3235287738577212,0.2667437664674507
0.3333601471627788,0.418286148062464,0.4353571749887539,0.4246466486729644,0.4275206927575349
0.3645841687552213,0.4139880791722897,0.399172691343744,0.3998953794743269,0.4208220069404279
0.3639058310110942,0.3408723703197387,0.3619076245392035,0.31880619380619385,0.348110550268445
0.3492263876474403,0.30814117461485885,0.3270096920623237,0.3406227456753772,0.3020671112513218
0.3455631824316035,0.35437188542451703,0.3658810838284523,0.3441635615846142,0.3490297567929147
0.3635221795748112,0.35540790788159204,0.3630004469214996,0.3654626659889818,0.3800813163444742
0.2368912337662337,0.2657517135642136,0.2674474657287157,0.2584769570707071,0.2751815025252525
0.2602389971139972,0.22806457431457436,0.16767068001442997,0.2301519660894661,0.1491213474025974
0.2426569264069264,0.321388437950938,0.327984081890332,0.28202223124098125,0.3017670003607503
0.2489400703463203,0.3267618145743145,0.3056337932900433,0.2848493867243867,0.3070864898989899
0.4229437229437229,0.4863203463203464,0.3899350649350649,0.44620129870129865,0.39810245310245307
0.3947077922077922,0.4279761904761905,0.3445238095238096,0.35841630591630586,0.3389285714285714
0.3867965367965368,0.4451298701298701,0.3898917748917749,0.3994444444444444,0.42588744588744587
0.4146284271284271,0.4195238095238095,0.3813023088023088,0.3764069264069264,0.38460317460317456
0.4896825396825396,0.4579365079365079,0.4452380952380953,0.4357142857142858,0.43888888888888894
0.35238095238095235,0.35396825396825393,0.33333333333333337,0.33333333333333337,0.33333333333333337
0.3484126984126984,0.3992063492063492,0.3777777777777777,0.4373015873015873,0.4063492063492064
0.3841269841269841,0.42777777777777776,0.4,0.3738095238095238,0.38095238095238093
0.10723277925302803,0.10638775820990533,0.1082957746114412,0.10765029836563267,0.10442712031835652
0.10861499581492916,0.10025394686579953,0.08845763928608337,0.10883302644778647,0.08699955032707055
0.09838195516930603,0.10913359029157532,0.109103491163902,0.10597191448426188,0.10741603548744842
0.1072424481439221,0.1034494733818516,0.10629374956054152,0.10342324496006852,0.1058773511987218
0.43219017297928997,0.39268849057784816,0.3924032420502436,0.3892465052877504,0.5183887365492129
0.4589248666404447,0.4510942071632226,0.4319967939920605,0.4346542041998583,0.4779492105998958
0.4548150507311862,0.4260245608751162,0.4365446864447704,0.4131271057983087,0.562232152266221
0.42475116244937217,0.4163559710977355,0.44554231572993264,0.3963933953421299,0.4337375951062633
0.3003807347755312,0.2618089029288124,0.27297293916072196,0.2732672384595461,0.30380350230463354
0.3277878111079469,0.3004962945969733,0.31527521853879314,0.3124420838504549,0.30798064324648033
0.30433282382943017,0.3128359400361663,0.3216284978219367,0.29835201856129456,0.3330555877840945
0.2918988557110729,0.3127450672756103,0.32136579421081685,0.26869093973731983,0.3049555817485682
0.3360289243902689,0.282553611188065,0.27616959604354563,0.3429449985122254,0.3126572103200255
0.383877525369122,0.2909985660931039,0.14562355070233218,0.2835638037266188,0.11585316177753152
0.2862511863719847,0.35627796631473097,0.3297151552928864,0.3806127386852177,0.4539120391746442
0.3002226659894727,0.2887142356942777,0.2610164642780189,0.29070912339294697,0.31079377905008154
0.21127530638335665,0.22631656116884485,0.20772172285897975,0.20211355295509376,0.22975791617224445
0.2689208386634375,0.25052937357109045,0.21739783255178588,0.17400455205864052,0.1782943442758564
0.22415941159735486,0.27220945175577704,0.2470243131723733,0.2510961453154608,0.2763754513746069
0.1908201243482453,0.23568972833372295,0.22212691969919449,0.1882655964806353,0.23893174041353601
0.3765432098765432,0.3927469135802469,0.39645061728395065,0.4307098765432098,0.3947530864197531
0.4228395061728395,0.3296296296296296,0.15185185185185185,0.24984567901234564,0.2589506172839506
0.31805555555555554,0.4282407407407408,0.4896604938271605,0.5020061728395061,0.4850308641975308
0.3856481481481481,0.3912037037037036,0.4259259259259259,0.4192901234567901,0.478858024691358
0.2259523809523809,0.2259523809523809,0.22439393939393934,0.24413419913419915,0.22699134199134197
0.27683982683982683,0.21281385281385284,0.14151515151515154,0.21554112554112556,0.13575757575757574
0.2187229437229437,0.25963203463203466,0.2948484848484849,0.29432900432900433,0.30963203463203465
0.2276190476190476,0.2273809523809524,0.2573809523809524,0.2192640692640692,0.2791341991341991
0.34425366300366306,0.3489171245421245,0.3520405982905984,0.3826060744810745,0.3402564102564103
0.3570886752136752,0.23017017704517706,0.2795558608058608,0.27520299145299143,0.13225732600732598
0.3185393772893773,0.35371489621489616,0.33542887667887666,0.3764087301587301,0.3687263431013431
0.3283981990231989,0.33491834554334554,0.36064331501831504,0.3661179792429793,0.35338141025641023
0.22887878405119785,0.21078886152162016,0.24154446128584056,0.1914590438297335,0.24762609995368615
0.3677864089933055,0.22795798071660145,0.21634889057302856,0.2462750515767757,0.30713059450128416
0.24330133468064505,0.3592188223653741,0.3558185971117006,0.36157109174350544,0.3762282640730916
0.3171026483095448,0.31667177171487515,0.33055229253505114,0.2002877247273799,0.3392142436107953
0.2282665667665668,0.20326823176823167,0.19863919413919406,0.24404378954378955,0.3036756576756577
0.3866781551781552,0.13870862470862472,0.22774042624042626,0.18734182484182485,0.19595004995004994
0.2797847152847153,0.3271556776556777,0.3990740925740926,0.45549267399267396,0.4554901764901764
0.3518061938061938,0.2824295704295704,0.3087271062271062,0.3523359973359973,0.4183561438561439
0.2333079442603252,0.2317705002228812,0.19929080179080175,0.32516294552008834,0.3656902533093009
0.3554294823342442,0.25780273077892124,0.35119982750935136,0.2784964726631393,0.3692459832936023
0.2586206077872745,0.4407700544605306,0.4541759695331124,0.4786811733240304,0.49631480512432896
0.23660508362889315,0.2477911021958641,0.44904107796964937,0.20940219392600348,0.37720555458650695
0.16255860095682498,0.1882785803550831,0.16655748395502495,0.18734071812623726,0.17139147636415392
0.1666316841931596,0.17605052948973715,0.12994869997943767,0.1421781344288175,0.11111111111111112
0.1771380784768763,0.1759981470159066,0.17977961713958984,0.16693676807406316,0.15547687234845706
0.1716301648917769,0.184628236947226,0.16096070153788733,0.1583524672049262,0.17254642961268646
0.27911111111111114,0.3729722222222222,0.32375000000000004,0.3305277777777777,0.3058888888888888
0.32266666666666666,0.3066944444444444,0.1938888888888889,0.3049166666666666,0.13083333333333333
0.24319444444444446,0.3545277777777778,0.3418611111111111,0.3595277777777778,0.3619444444444444
0.3256944444444444,0.3482500000000001,0.28775,0.2706666666666667,0.3491666666666667
0.1167917300222427,0.11281587253418485,0.11765095035732225,0.12263278279237033,0.1298301320434469
0.12090266989041468,0.11433417248014223,0.10703388397304804,0.10033348323230204,0.06558495478058055
0.11433417248014223,0.11854114266561855,0.12253982621193027,0.10404145143114983,0.12309204166141145
0.11757357680925865,0.11497123102069798,0.12189133433693598,0.11169387991997426,0.12169140017173752
